"DISTRICT","ROUTE","COUNTY","Postmile Prefix","POSTMILE","DESCRIPTION","BACK PEAK HR","BACK PEAK MONTH","BACK AADT","AHEAD PEAK HR","AHEAD PEAK MONTH","AHEAD AADT",
2,3,"TRI","L",30.89,"DOUGLAS CITY, SOUTH JCT.   RTE. 299                                                                           ",170,1750,1600,"      ","       ","       ",
2,3,"TRI"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
2,3,"TRI","L",30.89,"WEAVERVILLE, NORTH JCT. RTE. 299 -                                                                            ","      ","       ","       ",520,4650,4300,
2,3,"TRI"," ",31.94,"COUNTY DUMP ROAD                                                                                              ",360,3550,3300,340,3500,3100,
2,3,"TRI"," ",37.9,"RUSH CREEK ROAD                                                                                               ",140,2050,1300,90,1400,700,
2,3,"TRI"," ",59.64,"TRINITY CENTER STATE HIGH=   WAY MAINTENANCE STATION                                                          ",80,1150,680,80,1150,680,
2,3,"TRI","R",79.5,"U. S. FOREST SERVICE ROAD                                                                                     ",55,270,220,40,240,160,
2,3,"TRI","R",79.71,"MILEPOST EQUATION =T79.73                                                                                     ",,,,,,,
2,3,"TRI","T",85.07,"TRINITY COUNTY (SCOTT   MOUNTAIN SUMMIT,  ELEV. 5401 FEET)                                                    ","      ","       ","       ","      ","       ","       ",
2,3,"SIS"," ",6.96,"GAZELLE/CALLAHAN ROAD, RIGHT                                                                                  ",40,220,150,90,570,300,
2,3,"SIS"," ",8.8,"CALLAHAN                                                                                                      ",90,1100,680,85,1050,500,
2,3,"SIS","R",21,"ETNA, MAIN STREET                                                                                             ",190,1650,1350,140,1250,900,
2,3,"SIS"," ",21.47,"COLLIER WAY                                                                                                   ",140,1250,900,230,2800,2500,
2,3,"SIS"," ",32.2,"FORT JONES, SCOTT RIVER ROAD                                                                                  ",400,4050,3050,490,4900,4400,
2,3,"SIS"," ",38.26,"MOFFETT CREEK ROAD                                                                                            ",330,3550,2550,290,3450,2500,
2,3,"SIS"," ",41.57,"FOREST MOUNTAIN SUMMIT   (ELEV. 4097 FEET)                                                                    ","      ","       ","       ","      ","       ","       ",
2,3,"SIS"," ",44.67,"FOREST MOUNTAIN RANCH                                                                                         ",300,3150,2650,300,3150,2650,
2,3,"SIS"," ",45.21,"MILEPOST EQUATION =R44.89                                                                                     ",,,,,,,
2,3,"SIS","L",47.26,"JERRYS ROAD (CONNECTION   TO I-5)                                                                            '",1350,15000,13000,1100,11000,10000,
2,3,"SIS","L",48.16,"YREKA, OBERLIN ROAD                                                                                           ",1100,11000,10000,1100,11500,10900,
2,3,"SIS","L",49.21,"YREKA, CENTER STREET                                                                                          ",1100,11500,10900,1200,11200,10100,
2,3,"SIS","L",49.87,"YREKA, JCT. RTE. 263                                                                                          ",790,7300,7200,490,4000,4300,
2,3,"SIS","L",50.16,"YREKA, JCT. RTE. 5   (MILEPOST EQUATION)                                                                      ",490,4000,4300,400,3100,2900,
2,3,"SIS","R",48.96,"YREKA, AGER ROAD                                                                                              ",400,3100,2900,440,3300,2800,
2,3,"SIS","R",49.45,"YREKA, PHILIPE LANE                                                                                           ",440,3300,2800,420,3300,2900,
2,3,"SIS","R",49.64,"MILEPOST EQUATION  =50.02                                                                                     ",,,,,,,
2,3,"SIS"," ",53.22,"MONTAGUE, GRENADA ROAD                                                                                        ",340,2750,2400,320,3100,2800,
2,3,"SIS"," ",54.19,"MONTAGUE, EAST CITY LIMITS,   END OF ROUTE                                                                    ",130,880,800,"      ","       ","       ",
4,4," CC"," ","       ","CONTRA COSTA COUNTY                                                                                           ","      ","       ","       ","      ","       ","       ",
4,4," CC"," ",0,"HERCULES, JCT. RTE. 80                                                                                        ","      ","       ","       ",2900,31000,30000,
4,4," CC","R",0.78,"HERCULES, WILLOW AVENUE                                                                                       ",2900,31000,30000,2850,30000,29500,
4,4," CC","T",4.7,"BEGIN FREEWAY                                                                                                 ",,,,,,,
4,4," CC","T",4.89,"CUMMINGS SKYWAY                                                                                               ",2850,30500,29500,3600,35000,34500,
4,4," CC","T",4.93,"MILEPOST EQUATION   =R4.51                                                                                    ",,,,,,,
4,4," CC","R",5.17,"MC EWEN ROAD INTERCHANGE                                                                                      ",3600,35000,34500,3600,35000,34500,
4,4," CC","R",8.55,"MARTINEZ, ALHAMBRA   BOULEVARD INTERCHANGE                                                                    ",3600,35000,34500,5000,50000,49500,
4,4," CC","R",9.19,"MARTINEZ,   PINE STREET INTERCHANGE                                                                           ",5000,50000,49500,5400,54000,53000,
4,4," CC","R",10.33,"MARTINEZ,   MORELLO AVENUE INTERCHANGE                                                                        ",5400,54000,53000,7200,67000,65000,
4,4," CC","R",11.13,"MILANO WAY INTERCHANGE                                                                                        ",7200,67000,65000,8100,77000,74000,
4,4," CC","R",11.72,"MILEPOST EQUATION   =12.30                                                                                    ",,,,,,,
4,4," CC"," ",12.67,"JCT. RTE. 680                                                                                                 ",8100,77000,74000,6700,74000,71000,
4,4," CC"," ",13,"MILEPOST EQUATION  =R12.98                                                                                    ",,,,,,,
4,4," CC","R",13.65,"SOLANO WAY                                                                                                    ",6700,74000,71000,6300,67000,63000,
4,4," CC","R",14.67,"CONCORD, JCT. RTE. 242                                                                                        ",6300,67000,63000,5900,62000,59000,
4,4," CC","R",15.42,"CONCORD, PORT CHICAGO   HIGHWAY WEST                                                                          ",5900,62000,59000,9400,99000,94000,
4,4," CC","R",16.83,"WILLOW PASS ROAD INTERCHANGE                                                                                  ",9400,99000,94000,8200,99000,95000,
4,4," CC","R",18.83,"PORT CHICAGO HIGHWAY   EAST (TO PITTSBURG)                                                                    ",8200,99000,95000,7000,86000,82000,
4,4," CC"," ",20.13,"BAILEY ROAD INTERCHANGE                                                                                       ",7000,86000,82000,6700,83000,80000,
4,4," CC"," ",23.05,"PITTSBURG,   RAILROAD AVENUE INTERCHANGE                                                                      ",6700,83000,80000,6900,81000,77000,
4,4," CC"," ",24.32,"PITTSBURG,   LOVERIDGE ROAD INTERCHANGE                                                                       ",6900,81000,77000,7700,85000,81000,
4,4," CC"," ",26.01,"ANITOCH,   SOMERSVILLE ROAD INTERCHANGE                                                                       ",7700,85000,81000,8700,92000,87000,
4,4," CC"," ",26.94,"ANTIOCH, CONTRA LOMA   BOULEVARD INTERCHANGE                                                                  ",8700,92000,87000,7500,83000,79000,
4,4," CC"," ",27.29,"ANTIOCH,   G STREET INTERCHANGE                                                                               ",7500,83000,79000,6100,75000,72000,
4,4," CC","R",27.79,"ANTIOCH,   A STREET INTERCHANGE                                                                               ",6100,75000,72000,4300,58000,56000,
4,4," CC","R",28.94,"ANTIOCH,   HILLCREST AVENUE INTERCHANGE                                                                       ",4300,58000,56000,3000,32500,31000,
4,4," CC"," ",31.13,"JCT. RTE. 160, END FREEWAY                                                                                    ",3000,32500,31000,4600,41000,38000,
4,4," CC","T",32.76,"OAKLEY ROAD                                                                                                   ",4000,35500,33000,3350,30500,28000,
4,4," CC","T",32.88,"MILEPOST EQUATION  =32.95                                                                                     ",,,,,,,
4,4," CC"," ",33.82,"OAKLEY, OHARA ROAD                                                                                           '",3350,30000,27500,3100,28000,26000,
4,4," CC","R",34.92,"CYPRESS ROAD                                                                                                  ",2350,21600,19900,2200,19900,18400,
4,4," CC","R",35.24,"MILEPOST EQUATION  =35.38                                                                                     ",,,,,,,
4,4," CC"," ",36.58,"DELTA ROAD                                                                                                    ",2000,18400,17000,2100,18600,17100,
4,4," CC"," ",37.07,"LONE TREE WAY                                                                                                 ",2100,18700,17200,2550,24900,23200,
4,4," CC","R",38.81,"BRENTWOOD, SPRUCE STREET                                                                                      ",2550,24900,23200,2800,27000,25500,
4,4," CC"," ",39.74,"BRENTWOOD, SOUTH CITY LIMITS                                                                                  ",1250,15200,13900,1350,16000,14700,
4,4," CC"," ",42.82,"MILEPOST EQUATION =M42.85                                                                                     ",,,,,,,
4,4," CC"," ",43.97,"MARSH CREEK ROAD                                                                                              ",1600,18000,16600,1850,22300,20300,
4,4," CC","R",44.37,"JUNCTION BYRON HIGHWAY                                                                                        ",1850,22300,20300,1450,17100,15500,
4,4," CC","R",44.53,"MILEPOST EQUATION   =44.60                                                                                    ",,,,,,,
4,4," CC"," ",46.46,"DISCOVERY BAY BOULEVARD                                                                                       ",1450,17100,15500,630,6700,5900,
4,4," CC"," ",48.39,"CONTRA COSTA-SAN JOAQUIN   COUNTY LINE (OLD RIVER  BRIDGE)                                                    ",630,6700,5900,"      ","       ","       ",
10,4," SJ"," ",0,"CONTRA COSTA-SAN JOAQUIN   COUNTY LINE (OLD RIVER  BRIDGE)                                                    ","      ","       ","       ",630,6700,5900,
10,4," SJ"," ",5.96,"TRACY BOULEVARD                                                                                               ",630,6700,5900,620,6800,6000,
10,4," SJ","R",8.86,"MILEPOST EQUATION   =8.90                                                                           ",,,,,,,
10,4," SJ","T",14.05,"ROBERTS ISLAND ROAD                                                                                           ",740,8100,7100,1000,10900,9500,
10,4," SJ","T",14.27,"MILEPOST EQUATION  =14.15                                                                           ",,,,,,,
10,4," SJ"," ",15.08,"STOCKTON, FRESNO AVENUE                                                                                       ",1450,15900,14600,1400,15200,13900,
10,4," SJ"," ",15.8,"NAVY DRIVE/STOCKTON STREET                                                                                    ",2000,22100,20100,2550,28500,25500,
10,4," SJ"," ",15.91,"STOCKTON, JCT. RTE. 5                                                                                         ",2550,28500,25500,2700,29500,27000,
10,4," SJ"," ",16.49,"STOCKTON, CENTER STREET                                                                                       ",2050,22500,20800,2300,25000,23500,
10,4," SJ"," ",16.55,"STOCKTON, EL DORADO STREET                                                                                    ",2300,25000,23500,2550,27500,26000,
10,4," SJ"," ",17.46,"STOCKTON, AIRPORT WAY                                                                                         ",2900,31500,30000,2200,23800,22800,
10,4," SJ"," ",17.61,"STOCKTON, WILSON WAY                                                                                          ",2200,23800,22800,2300,24200,23200,
10,4," SJ"," ",18.27,"STOCKTON, JCT. RTE. 26,   DIAMOND STREET AT  MARIPOSA ROAD                                                    ",2300,24200,23200,1600,16800,16200,
"  ","   "," SJ"," ","       ","                                                                                                              ",1600,16800,16200,1350,14200,13700,
10,4," SJ"," ",19.15,"EIGHTH STREET/FARMINGTON ROAD                                                                                 ",1350,14200,13700,910,9500,9100,
"  ","   "," SJ"," ","       ","                                                                                                              ",910,9500,9100,900,9300,9000,
10,4," SJ"," ",19.74,"SOUTH JCT. RTE. 99                                                                                            ",900,9300,9000,"      ","       ","       ",
10,4," SJ"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
10,4," SJ","T",15.32,"ROUTE 4 S. FROM FRESNO AVENUE TO ROUTE 99          IN STOCKTON                                                ","      ","       ","       ","      ","       ","       ",
10,4," SJ","T",15.32,"STOCKTON, FRESNO AVENUE,   BEGIN CROSSTOWN FREEWAY                                                            ","      ","       ","       ",1550,13800,13000,
10,4," SJ","R",16.06,"STOCKTON, JCT. RTE. 5,   BEGIN FREEWAY                                                                        ",1550,13800,13000,5600,63000,59000,
10,4," SJ","R",17.05,"STOCKTON, STANISLAUS STREET                                                                                   ",5600,63000,59000,6500,69000,65000,
10,4," SJ","R",17.7,"STOCKTON , WILSON WAY                                                                                         ",6500,69000,65000,5600,59000,56000,
10,4," SJ","R",18.77,"STOCKTON, FILBERT STREET                                                                                      ",5600,59000,56000,5000,53000,50000,
10,4," SJ","R",19.44,"STOCKTON, JCT. RTE. 99                                                                                        ",5000,53000,50000,"      ","       ","       ",
10,4," SJ"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
10,4," SJ"," ",19.75,"NORTH JCT. RTE. 99,   AT FARMINGTON ROAD                                                                      ","      ","       ","       ",690,8200,7400,
10,4," SJ"," ",20.69,"WALKER LANE                                                                                                   ",570,5600,4950,530,4950,4300,
10,4," SJ"," ",24.87,"JACK TONE ROAD                                                                                                ",450,3900,3400,510,4150,3600,
"  ","   "," SJ"," ","       ","                                                                                                              ",510,4150,3600,540,4250,3650,
10,4," SJ"," ",33.1,"FARMINGTON                                                                                                    ",540,4250,3650,640,4750,4050,
10,4," SJ"," ",34.14,"SONORA ROAD   (TO VALLEY HOME)                                                                                ",450,4150,3450,440,3900,3250,
10,4,"STA"," ",38.06,"SAN JOAQUIN COUNTY-STANISLAUS COUNTY                                                                          ",460,3950,3300,440,3700,3100,
10,4,"STA","R",3.1,"MILEPOST EQUATION    =3.12                                                                                    ",,,,,,,
10,4,"STA"," ",4.54,"MILTON ROAD                                                                                                   ",440,3700,3100,520,4200,3550,
10,4,"STA"," ",7.81,"MILEPOST EQUATION   =T8.03                                                                                    ",,,,,,,
10,4,"CAL","R",8.89,"STANISLAUS COUNTY -CALAVERAS COUNTY                                                                           ",520,4200,3550,480,4300,3550,
10,4,"CAL","R",7.32,"HODSON ROAD/REEDS TURNPIKE                                                                                    ",550,4800,4050,450,3950,3350,
10,4,"CAL","R",8.14,"O BYRNES FERRY ROAD                                                                                          '",450,3950,3350,310,3650,3100,
10,4,"CAL","R",10.55,"MILEPOST EQUATION  =12.49                                                                                     ",,,,,,,
10,4,"CAL","R",21.09,"ALTAVILLE,   WEST JCT. RTE. 49                                                                                ",310,3600,3100,"      ","       ","       ",
10,4,"CAL"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
10,4,"CAL"," ",21.38,"ANGELS CAMP,   EAST JCT. RTE. 49                                                                              ","      ","       ","       ",510,6400,5400,
10,4,"CAL"," ",22.23,"ROLLERI BYPASS ROAD                                                                                           ",620,6100,5200,620,6000,5100,
10,4,"CAL"," ",26.22,"VALLECITO                                                                                                     ",680,6500,5500,820,7900,6600,
10,4,"CAL"," ",29.62,"BIG TREES/TOMBELL ROADS                                                                                       ",910,8700,7200,1000,9500,7800,
10,4,"CAL"," ",37.35,"AVERY, MORAN ROAD   WEST JUNCTION                                                                             ",1150,9900,8000,1200,9100,7200,
10,4,"CAL"," ",41.52,"WHITE PINES ROAD                                                                                              ",1650,11400,8900,1200,7800,6000,
10,4,"CAL","R",42.62,"MORAN ROAD   EAST JUNCTION                                                                                    ",1200,7300,5500,900,5100,3800,
10,4,"CAL","R",42.74,"MILEPOST EQUATION   =42.83                                                                                    ",,,,,,,
10,4,"CAL"," ",44.5,"BIG TREES STATE PARK                                                                                          ",900,5100,3800,910,4850,3550,
10,4,"CAL","R",47.14,"DORRINGTON                                                                                                    ",990,4950,3600,620,3150,2350,
10,4,"CAL","R",48.16,"MILEPOST EQUATION  =48.14                                                                                     ",,,,,,,
10,4,"CAL"," ",49.57,"MEKO DRIVE                                                                                                    ",530,2700,1900,610,2800,1950,
10,4,"CAL","R",62.84,"BIG MEADOWS                                                                                                   ",630,2600,1800,620,2300,1600,
10,4,"ALP","R",65.87,"CALAVERAS COUNTY-ALPINE COUNTY                                                                                ",610,2100,1450,610,2100,1450,
10,4,"ALP","R",2.9,"MOUNT REBA ROAD                                                                                               ",610,2100,1450,410,1500,910,
10,4,"ALP"," ",3.89,"LAKE ALPINE                                                                                                   ",410,1500,910,380,1450,810,
10,4,"ALP"," ",18.56,"EBBETTS PASS SUMMIT   (ELEV. 8730 FEET)                                                                       ",210,800,410,210,800,410,
10,4,"ALP"," ",31.68,"BULLION, JCT. RTE. 89                                                                                         ",240,980,460,"      ","       ","       ",
11,5," SD"," ","       ","SAN DIEGO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
11,5," SD","R",0.09,"SAN DIEGO, SOUTH CITY LIMIT   AT THE INTERNATIONAL  BOUNDARY, BEGIN FREEWAY                                   ","      ","       ","       ",6800,92000,83000,
11,5," SD","R",0.31,"SAN DIEGO, CAMINO   PLAZA INTERCHANGE                                                                         ",6800,92000,83000,5500,75000,67000,
11,5," SD","R",0.88,"SAN DIEGO, JCT. RTE. 805                                                                                      ",5500,75000,67000,3900,53000,47500,
11,5," SD","R",1.2,"SAN DIEGO, VIA SAN   YSIDRO INTERCHANGE                                                                       ",3900,53000,47500,4550,61000,55000,
11,5," SD"," ",2.31,"SAN DIEGO, DAIRY MART ROAD   INTERCHANGE                                                                      ",4550,61000,55000,5100,69000,62000,
11,5," SD"," ",3.1,"SAN DIEGO, JCT. RTE. 905                                                                                      ",5100,69000,62000,6700,90000,81000,
11,5," SD"," ",4.04,"SAN DIEGO,   CORONADO AVENUE INTERCHANGE                                                                      ",6700,90000,81000,8100,109000,98000,
11,5," SD"," ",4.63,"SAN DIEGO, SOUTH JCT. RTE.   75, PALM AVENUE                                                                  ",8100,109000,98000,11300,137000,134000,
11,5," SD"," ",5.4,"SAN DIEGO,   MAIN STREET INTERCHANGE                                                                          ",11300,137000,134000,11400,138000,135000,
11,5," SD"," ",6.06,"CHULA VISTA,   PALOMAR STREET INTERCHANGE                                                                     ",11400,138000,135000,11300,137000,134000,
11,5," SD"," ",6.81,"CHULA VISTA,   L STREET INTERCHANGE                                                                           ",11300,137000,134000,12000,145000,142000,
11,5," SD"," ",7.3,"CHULA VISTA,   J STREET INTERCHANGE                                                                           ",12000,145000,142000,12100,147000,144000,
11,5," SD"," ",7.81,"CHULA VISTA,   H STREET INTERCHANGE                                                                           ",12100,147000,144000,12600,151000,144000,
11,5," SD"," ",8.56,"CHULA VISTA,   E STREET INTERCHANGE                                                                           ",12600,151000,144000,12900,155000,148000,
11,5," SD"," ",9.4,"JCT. RTE. 54                                                                                                  ",12900,155000,148000,13600,163000,156000,
11,5," SD","R",10.04,"NATIONAL CITY,   24TH STREET INTERCHANGE                                                                      ",13600,163000,156000,13700,164000,157000,
11,5," SD","R",10.75,"NATIONAL CITY,   9TH STREET INTERCHANGE                                                                       ",13700,164000,157000,13300,159000,152000,
11,5," SD","R",11.13,"NATIONAL CITY   8TH STREET INTERCHANGE                                                                        ",13300,159000,152000,14900,174000,167000,
11,5," SD","R",11.66,"SAN DIEGO, DIVISION/MAIN   STREETS INTERCHANGE                                                                ",14900,174000,167000,15400,179000,172000,
11,5," SD","R",12.65,"SAN DIEGO, JCT. RTE. 15   NORTH, WABASH BOULEVARD                                                             ",15400,179000,172000,12900,148000,141000,
11,5," SD","R",13.39,"SAN DIEGO,   28TH STREET INTERCHANGE                                                                          ",12900,148000,141000,13500,155000,147000,
11,5," SD","R",14.08,"SAN DIEGO, NORTH JCT.   RTE. 75                                                                               ",13500,155000,147000,14900,172000,163000,
11,5," SD","R",14.74,"SAN DIEGO,   J STREET INTERCHANGE                                                                             ",14900,172000,163000,14900,174000,164000,
11,5," SD","R",15.04,"SAN DIEGO, JCT. RTE. 94                                                                                       ",14900,174000,164000,15500,182000,171000,
11,5," SD","R",15.41,"SAN DIEGO,   PERSHING DRIVE INTERCHANGE                                                                       ",15500,182000,171000,17500,205000,193000,
11,5," SD","R",16.07,"SAN DIEGO,   JCT. RTE. 163 NORTH                                                                              ",17500,205000,193000,16000,187000,176000,
11,5," SD","R",16.31,"SAN DIEGO,   SIXTH AVENUE INTERCHANGE                                                                         ",16000,187000,176000,16200,190000,179000,
11,5," SD","R",16.59,"SAN DIEGO,   FIRST AVENUE INTERCHANGE                                                                         ",16200,190000,179000,14800,173000,163000,
11,5," SD","R",16.91,"SAN DIEGO, HAWTHORN STREET   INTERCHANGE                                                                      ",14800,173000,163000,15500,182000,171000,
11,5," SD","R",17.21,"SAN DIEGO,   LAUREL STREET INTERCHANGE                                                                        ",15500,182000,171000,15200,179000,168000,
11,5," SD","R",17.53,"SAN DIEGO,   PACIFIC HIGHWAY VIADUCT                                                                          ",15200,179000,168000,15300,157000,146000,
11,5," SD","R",17.77,"SAN DIEGO, SASSAFRAS   STREET INTERCHANGE                                                                     ",15300,157000,146000,14600,151000,140000,
11,5," SD","R",18.28,"SAN DIEGO, WASHINGTON   STREET INTERCHANGE                                                                    ",14600,151000,140000,19500,201000,187000,
11,5," SD","R",19.03,"SAN DIEGO, OLD TOWN AVENUE   INTERCHANGE                                                                      ",19500,201000,187000,20300,209000,194000,
11,5," SD","R",20.06,"SAN DIEGO, JCT. RTE. 8,   JCT. RTE. 209                                                                       ",20300,209000,194000,16600,199000,183000,
11,5," SD","R",20.82,"SAN DIEGO, MISSION BAY   DRIVE INTERCHANGE                                                                    ",16600,199000,183000,18000,213000,202000,
11,5," SD","R",22.26,"SAN DIEGO, CLAIREMONT   DRIVE INTERCHANGE                                                                     ",18000,213000,202000,18000,213000,202000,
11,5," SD","R",22.87,"SAN DIEGO,   DE ANZA ROAD INTERCHANGE                                                                         ",18000,213000,202000,13200,156000,148000,
11,5," SD","R",23.48,"SAN DIEGO,   JCT. RTE. 274 EAST                                                                               ",13200,156000,148000,11200,132000,125000,
11,5," SD","R",23.93,"SAN DIEGO, MISSION BAY   DRIVE INTERCHANGE                                                                    ",11200,132000,125000,15700,182000,175000,
11,5," SD","R",25.95,"JCT. RTE. 52 EAST                                                                                             ",15700,182000,175000,14200,165000,159000,
11,5," SD","R",26.79,"SAN DIEGO,   GILMAN DRIVE INTERCHANGE                                                                         ",14200,165000,159000,12700,148000,142000,
11,5," SD","R",28.16,"SAN DIEGO,   NOBEL DRIVE INTERCHANGE                                                                          ",12700,148000,142000,11300,131000,126000,
11,5," SD","R",28.43,"SAN DIEGO, LA JOLLA   DRIVE INTERCHANGE                                                                       ",11300,131000,126000,11500,134000,129000,
11,5," SD","R",29.46,"SAN DIEGO,   GENESEE AVENUE INTERCHANGE                                                                       ",11500,134000,129000,11600,135000,130000,
11,5," SD","R",30.43,"SAN DIEGO, SORRENTO   VALLEY ROAD INTERCHANGE                                                                 ",11600,135000,130000,9300,118000,108000,
11,5," SD","R",30.68,"JCT. RTE. 805                                                                                                 ",9300,118000,108000,17300,240000,213000,
11,5," SD","R",32.9,"SAN DIEGO, CARMEL VALLEY   ROAD INTERCHANGE                                                                   ",17300,240000,213000,16400,226000,201000,
11,5," SD","R",34.13,"SAN DIEGO, DEL MAR HEIGHTS   ROAD INTERCHANGE                                                                 ",16400,226000,201000,15800,218000,194000,
11,5," SD","R",36.27,"SAN DIEGO, VIA DE LA VALLE   INTERCHANGE                                                                      ",15800,218000,194000,15400,200000,189000,
11,5," SD","R",37.38,"SOLANA BEACH, LOMAS SANTA   FE DRIVE INTERCHANGE                                                              ",15400,200000,189000,15200,200000,189000,
11,5," SD","R",38.62,"MANCHESTER AVENUE   INTERCHANGE                                                                               ",15200,200000,189000,13700,181000,171000,
11,5," SD","R",39.83,"BIRMINGHAM DRIVE INTERCHANGE                                                                                  ",13700,181000,171000,13600,179000,169000,
11,5," SD","R",40.6,"ENCINITAS,   SANTA FE DRIVE INTERCHANGE                                                                       ",13600,179000,169000,13700,183000,167000,
11,5," SD","R",41.51,"ENCINITAS, ENCINITAS   BOULEVARD INTERCHANGE                                                                  ",13700,183000,167000,13800,184000,168000,
11,5," SD","R",42.71,"LEUCADIA, LEUCADIA   BOULEVARD INTERCHANGE                                                                    ",13800,184000,168000,13200,177000,161000,
11,5," SD","R",44.07,"LEUCADIA, LA COSTA AVENUE   INTERCHANGE                                                                       ",13200,177000,161000,12900,172000,157000,
11,5," SD","R",45.57,"CARLSBAD, POINSETTIA LANE   INTERCHANGE                                                                       ",12900,172000,157000,13100,175000,159000,
11,5," SD","R",47.03,"CARLSBAD, PALOMAR AIRPORT   ROAD INTERCHANGE                                                                  ",13100,175000,159000,13100,175000,159000,
11,5," SD","R",47.98,"CARLSBAD,   CANNON ROAD INTERCHANGE                                                                           ",13100,175000,159000,13400,182000,167000,
11,5," SD","R",49.28,"CARLSBAD,   TAMARACK AVENUE INTERCHANGE                                                                       ",13400,182000,167000,13100,177000,163000,
11,5," SD","R",50.11,"CARLSBAD,   ELM AVENUE INTERCHANGE                                                                            ",13100,177000,163000,13100,177000,163000,
11,5," SD","R",50.68,"CARLSBAD,   LAS FLORES DRIVE INTERCHANGE                                                                      ",13100,177000,163000,13300,179000,165000,
11,5," SD","R",51.2,"OCEANSIDE, JCT. RTE. 78   EAST, VISTA WAY INTERCHANGE                                                         ",13300,179000,165000,12400,159000,156000,
11,5," SD","R",51.47,"OCEANSIDE,   CASSIDY STREET INTERCHANGE                                                                       ",12400,159000,156000,12400,171000,156000,
11,5," SD","R",51.85,"OCEANSIDE, CALIFORNIA   STREET INTERCHANGE                                                                    ",12400,171000,156000,12300,166000,148000,
11,5," SD","R",52.3,"OCEANSIDE, OCEANSIDE   BOULEVARD INTERCHANGE                                                                  ",12300,166000,148000,12300,166000,148000,
11,5," SD","R",53.21,"OCEANSIDE, JCT. RTE. 76   EAST, MISSION AVENUE                                                                ",12300,166000,148000,10500,142000,126000,
11,5," SD","R",53.93,"OCEANSIDE, JUNCTION   FUTURE ROUTE 76 EAST                                                                    ",10500,142000,126000,10400,141000,125000,
11,5," SD","R",54.39,"CAMP PENDLETON INTERCHANGE                                                                                    ",10400,141000,125000,9900,128000,113000,
11,5," SD","R",59.44,"NORTHBOUND ACCESS TO   ALISO CREEK SAFETY  ROADSIDE REST AREA                                                 ","      ","       ","       ","      ","       ","       ",
11,5," SD","R",59.96,"SOUTHBOUND ACCESS TO   ALISO CREEK SAFETY  ROADSIDE REST AREA                                                 ","      ","       ","       ","      ","       ","       ",
11,5," SD","R",62.08,"LAS PULGAS ROAD INTERCHANGE                                                                                   ",9900,128000,113000,10200,132000,116000,
11,5," SD","R",71.38,"BASILONE ROAD INTERCHANGE                                                                                     ",10200,132000,116000,10100,130000,115000,
11,5," SD","R",72.37,"SAN DIEGO-ORANGE COUNTY   LINE AT CHRISTIANITOS ROAD  INTERCHANGE                                             ",10100,130000,115000,"      ","       ","       ",
12,5,"ORA"," ",0,"SAN DIEGO-ORANGE COUNTY   LINE AT CHRISTIANITOS ROAD  INTERCHANGE                                             ","      ","       ","       ",10100,130000,115000,
12,5,"ORA"," ",1,"SAN CLEMENTE, AVENIDA   CALIFIA INTERCHANGE                                                                   ",10100,130000,115000,10500,135000,117000,
12,5,"ORA"," ",1.63,"SAN CLEMENTE, EL CAMINO   REAL INTERCHANGE                                                                    ",10500,135000,117000,11100,145000,126000,
12,5,"ORA"," ",2.31,"SAN CLEMENTE, AVENIDA   PRESIDIO INTERCHANGE                                                                  ",11100,145000,126000,10900,143000,125000,
12,5,"ORA"," ",2.66,"SAN CLEMENTE, AVENIDA   PALIZADA INTERCHANGE                                                                  ",10900,143000,125000,12000,159000,140000,
12,5,"ORA"," ",3.39,"SAN CLEMENTE,   AVENIDA PICO INTERCHANGE                                                                      ",12000,159000,140000,12900,173000,152000,
12,5,"ORA"," ",5.8,"SAN CLEMENTE, CAMINO   ESTRELLA INTERCHANGE                                                                   ",12900,173000,152000,13700,185000,164000,
12,5,"ORA"," ",6.78,"SERRA JUNCTION, JCT. RTE.   1, PACIFIC COAST HIGHWAY                                                          ",13700,185000,164000,12900,176000,156000,
12,5,"ORA"," ",7.34,"SAN JUAN CAPISTRANO,   CAMINO CAPISTRANO ON RAMP                                                              ",12900,176000,156000,13200,182000,162000,
12,5,"ORA"," ",8.8,"SAN JUAN CAPISTRANO, SAN   JUAN CREEK ROAD INTERCHANGE                                                        ",13200,182000,162000,13000,181000,162000,
12,5,"ORA"," ",9.6,"SAN JUAN CAPISTRANO, JCT.   RTE. 74, ORTEGA HIGHWAY EAST                                                      ",13000,181000,162000,14000,196000,176000,
12,5,"ORA"," ",10.91,"SAN JUAN CAPISTRANO,   JUNIPERO SERRA ROAD INTERCHANGE                                                        ",14000,196000,176000,13700,193000,178000,
12,5,"ORA"," ",12.94,"AVERY PARKWAY INTERCHANGE                                                                                     ",13700,193000,178000,14400,204000,189000,
12,5,"ORA"," ",13.78,"CROWN VALLEY PARKWAY   INTERCHANGE                                                                            ",14400,204000,189000,16000,236000,220000,
12,5,"ORA"," ",15.22,"OSO PARKWAY INTERCHANGE                                                                                       ",16000,236000,220000,16000,230000,216000,
