"DISTRICT","ROUTE","COUNTY","Postmile Prefix","POSTMILE","DESCRIPTION","BACK PEAK HR","BACK PEAK MONTH","BACK AADT","AHEAD PEAK HR","AHEAD PEAK MONTH","AHEAD AADT",
8,18,"SBD","T",7.55,"SAN BERNARDINO, 40TH STREET                                                                                   ",2200,26500,25000,1700,20300,19000,
8,18,"SBD","T",8.26,"SAN BERNARDINO, SIERRA WAY                                                                                    ",1700,20300,19000,1650,19000,17600,
8,18,"SBD"," ",9.15,"SAN BERNARDINO, WATERMAN   CANYON ROAD, SOUTH JUNCTION                                                        ",1650,19000,17600,1600,18100,16800,
8,18,"SBD","R",13.29,"WATERMAN CANYON ROAD                                                                                          ",1600,18100,16800,1600,18500,17100,
8,18,"SBD","R",17.73,"JCT. RTE. 138 NORTH, CRESTLINE                                                                                ",1600,18500,17100,900,9700,9000,
8,18,"SBD"," ",20.61,"JCT. RTE. 189 NORTH (TO TWIN PEAKS)                                                                           ",900,9700,9000,1100,11800,10800,
8,18,"SBD"," ",23.38,"DALEY CANYON ROAD                                                                                             ",1100,11500,10500,1100,11200,10200,
8,18,"SBD"," ",24.71,"JCT. RTE. 173 NORTH   (TO LAKE ARROWHEAD)                                                                     ",1100,11200,10200,970,9600,8800,
8,18,"SBD"," ",25.81,"KUFFEL CANYON ROAD                                                                                            ",840,8300,7600,760,7400,6800,
8,18,"SBD"," ",31.65,"RUNNING SPRINGS,   WEST JCT. RTE. 330                                                                         ",760,7400,6800,850,7800,7100,
8,18,"SBD"," ",31.9,"RUNNING SPRINGS,   JCT. RTE. 330 SOUTH                                                                        ",850,7800,7100,1450,12400,10600,
8,18,"SBD"," ",34.52,"GREEN VALLEY LAKE ROAD                                                                                        ",1000,8700,7500,830,7100,6100,
8,18,"SBD"," ",44.32,"BIG BEAR DAM,   JCT. RTE. 38 NORTHEAST                                                                        ",890,7100,6100,910,7300,6300,
8,18,"SBD"," ",46.55,"BIG BEAR LAKE, BLUE JAY ROAD                                                                                  ",930,7400,6400,910,7800,6500,
8,18,"SBD"," ",48.07,"BIG BEAR LAKE, MILL CREEK/   TALMADGE ROADS                                                                   ",1300,12000,10000,1450,13200,11400,
8,18,"SBD"," ",48.36,"BIG BEAR LAKE, LAKEVIEW DRIVE                                                                                 ",1450,13200,11400,1600,15000,13000,
8,18,"SBD"," ",49.11,"BIG BEAR LAKE, BIG BEAR   BOULEVARD AT PINE KNOT AVENUE                                                       ",1850,17300,15000,2600,24300,21000,
8,18,"SBD"," ",50.82,"BIG BEAR LAKE, MOONRIDGE ROAD                                                                                 ",2600,24300,21000,2050,20500,18000,
8,18,"SBD"," ",51.61,"BIG BEAR LAKE, STANFIELD CUTOFF                                                                               ",2050,20500,18000,1750,18100,16000,
8,18,"SBD"," ",53.92,"BIG BEAR CITY, JCT. RTE.   38 EAST, GREENWAY DRIVE                                                            ",1300,13600,12000,990,10100,9000,
8,18,"SBD"," ",54.54,"BIG BEAR CITY, JCT. RTE. 38 WEST                                                                              ",890,9900,8900,410,4450,4000,
8,18,"SBD"," ",58.16,"HOLCOMB VALLEY ROAD                                                                                           ",340,3650,3300,220,2350,2100,
8,18,"SBD"," ",58.44,"BALDWIN LAKE ROAD                                                                                             ",220,2350,2100,350,2650,2400,
8,18,"SBD"," ",65.76,"MARBLE CANYON ROAD                                                                                            ",350,2650,2400,320,3500,3200,
8,18,"SBD"," ",73.78,"LUCERNE VALLEY, JCT. RTE. 247                                                                                 ",420,4600,4200,820,9100,8500,
8,18,"SBD"," ",84.33,"BEAR VALLEY CUTOFF                                                                                            ",810,8900,8300,430,4600,4500,
8,18,"SBD"," ",88.87,"APPLE VALLEY, YUCCA   LOMA-NAVAJO ROAD                                                                        ",1000,10700,10500,1400,14800,14500,
8,18,"SBD"," ",90.94,"APPLE VALLEY, APPLE   VALLEY INN ROAD                                                                         ",1950,21500,21000,3000,33000,32000,
8,18,"SBD"," ",94.39,"APPLE VALLEY, APPLE VALLEY ROAD                                                                               ",3000,33000,32000,3700,41500,40500,
8,18,"SBD"," ",95.22,"VICTORVILLE, STODDARD WELLS ROAD                                                                              ",3700,41500,40500,3800,43000,42000,
8,18,"SBD"," ",95.79,"VICTORVILLE, SEVENTH STREET                                                                                   ",3350,38000,37000,3200,35000,34000,
8,18,"SBD"," ",96.57,"VICTORVILLE, NORTH JCT.   RTE. 15, BARSTOW FREEWAY                                                            ",2800,31000,30000,"      ","       ","       ",
8,18,"SBD"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
8,18,"SBD","R",96.58,"VICTORVILLE, SOUTH JCT. RTE. 15                                                                               ","      ","       ","       ",3400,39000,38000,
8,18,"SBD"," ",97,"VICTORVILLE, AMARGOSA ROAD                                                                                    ",3400,39000,38000,2550,29500,28500,
8,18,"SBD"," ",100.96,"JCT. RTE. 395                                                                                                 ",1400,15600,15000,880,9600,8800,
8,18,"SBD"," ",115.91,"SAN BERNARDINO-LOS ANGELES   COUNTY LINE                                                                      ",690,7400,6900,"      ","       ","       ",
7,18," LA"," ",0,"SAN BERNARDINO-LOS ANGELES   COUNTY LINE                                                                      ","      ","       ","       ",690,7400,6900,
7,18," LA",,4.5,"JCT RTE 138 WEST",670,7000,6700,,,,
7,19," LA"," ",3.98,"LAKEWOOD, DEL AMO BOULEVARD                                                                                   ",,,,3300,37000,36500,
7,19," LA"," ",4.42,"LAKEWOOD, CANDLEWOOD STREET                                                                                   ",3300,37000,36500,3800,43000,42500,
7,19," LA"," ",5.89,"BELLFLOWER, ARTESIA BOULEVARD                                                                                 ",3300,37500,37000,4900,55000,54000,
7,19," LA"," ",6.05,"BELLFLOWER, JCT. RTE. 91,   ARTESIA FREEWAY                                                                   ",4900,55000,54000,3300,37000,36500,
7,19," LA"," ",6.9,"BELLFLOWER, ALONDRA BOULEVARD                                                                                 ",3000,33500,33000,2700,30500,30000,
7,19," LA"," ",7.4,"BELLFLOWER, COMPTON BOULEVARD                                                                                 ",2700,30500,30000,3000,33500,33000,
7,19," LA"," ",7.9,"DOWNEY, ROSECRANS AVENUE                                                                                      ",2700,30000,29500,2900,31500,31000,
7,19," LA","G",8.37,"DOWNEY, GARDENDALE STREET                                                                                     ",2800,33500,33000,"      ","       ","       ",
7,19," LA"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
7,19," LA"," ",12.31,"PICO RIVERA, TELEGRAPH ROAD                                                                                   ","      ","       ","       ",2500,23500,22500,
7,19," LA"," ",13.06,"PICO RIVERA, SLAUSON AVENUE                                                                                   ",2600,24200,23000,2500,23500,22000,
7,19," LA"," ",14,"PICO RIVERA, WASHINGTON BOULEVARD                                                                             ",2800,25500,24000,3100,29000,27000,
7,19," LA"," ",15.52,"PICO RIVERA, WHITTIER BOULEVARD                                                                               ",3300,30500,28500,3100,29000,27000,
7,19," LA"," ",16.18,"PICO RIVERA, BEVERLY BOULEVARD                                                                                ",3100,29000,27000,3700,33000,31500,
7,19," LA"," ",16.64,"PICO RIVERA, JCT. RTE. 164   (SIGN ROUTE 19 CONTINUES VIA  ROUTE 164); GALLATIN ROAD                          ",3700,33000,31500,"      ","       ","       ",
1,20,"MEN"," ","       ","MENDOCINO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
1,20,"MEN","R",0,"JCT. RTE. 1; FORT BRAGG, SOUTH                                                                                ","      ","       ","       ",1200,10900,10000,
1,20,"MEN","R",0.27,"SOUTH HARBOR DRIVE                                                                                            ",1200,10900,10000,650,6100,5500,
1,20,"MEN"," ",2.08,"SUMMER LANE                                                                                                   ",650,6100,5500,290,3900,3000,
1,20,"MEN"," ",17.29,"CHAMBERLAIN CREEK                                                                                             ",210,2750,2000,260,3400,2500,
1,20,"MEN"," ",32.44,"WILLITS WEST CITY LIMITS                                                                                      ",260,3400,2500,760,5500,4600,
1,20,"MEN","R",33.16,"WILLITS, NORTH JCT. RTE. 101                                                                                  ",500,5600,5000,"      ","       ","       ",
1,20,"MEN"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
1,20,"MEN"," ",33.22,"SOUTH JCT. RTE. 101; CAPELLA, NORTH                                                                           ","      ","       ","       ",1250,12700,11800,
1,20,"MEN"," ",33.77,"REDWOOD VALLEY ROAD                                                                                           ",1250,12700,11800,990,10500,9500,
1,20,"MEN","R",38.04,"POTTER VALLEY ROAD                                                                                            ",960,10100,9200,1050,11200,10200,
1,20,"MEN"," ",44.11,"MENDOCINO COUNTY                                                                                              ",1050,11200,10200,"      ","       ","       ",
1,20,"LAK"," ",0,"LAKE COUNTY ",,,,940,9900,8100,
1,20,"LAK",,3.63,"SCOTT VALLEY ROAD",940,9900,8100,940,9900,8100,
1,20,"LAK"," ",8.34,"JCT. RTE. 29 SOUTH                                                                                            ",900,9900,8200,760,7400,6400,
1,20,"LAK"," ",8.79,"UPPER LAKE                                                                                                    ","      ","       ","       ","      ","       ","       ",
1,20,"LAK"," ",12.2,"LUCERNE CUTOFF                                                                                                ",680,7100,6200,840,9200,8000,
1,20,"LAK"," ",18.53,"LUCERNE, EAST; BELL RAY AVENUE                                                                                ",570,6200,5400,550,6000,5200,
1,20,"LAK"," ",25.97,"CLEAR LAKE OAKS, EAST                                                                                         ",550,6000,5200,550,6000,5200,
1,20,"LAK"," ",31.62,"JCT. RTE. 53 SOUTH                                                                                            ",860,9100,7600,870,8000,6200,
3,20,"COL"," ",46.48,"LAKE-COLUSA COUNTY LINE                                                                                       ",630,5400,4200,"      ","       ","       ",
3,20,"COL"," ",0,"LAKE-COLUSA COUNTY LINE                                                                                       ","      ","       ","       ",630,5400,4200,
3,20,"COL"," ",3.45,"JCT. RTE. 16 SOUTH                                                                                            ",630,5400,4200,760,6200,4300,
3,20,"COL","T",20.56,"WILLIAMS, E STREET                                                                                            ",760,6200,4300,770,6900,5300,
3,20,"COL","R",22.12,"WILLIAMS, JCT. RTE. 5                                                                                         ",770,6900,5300,310,4150,3400,
3,20,"COL","T",23.18,"WILLIAMS, FRESHWATER/HUSTED ROADS                                                                             ",310,4150,3400,660,6600,6000,
3,20,"COL"," ",28.69,"NUTTER/HUNTER ROADS                                                                                           ",660,6600,6000,700,8100,7300,
3,20,"COL"," ",30.64,"COLUSA, FREMONT STREET                                                                                        ",640,7000,6600,1550,14300,13000,
3,20,"COL"," ",31.09,"COLUSA, JCT. RTE. 45   NORTH; MARKET STREET                                                                   ",1550,14300,13000,2100,18900,17800,
3,20,"COL"," ",31.47,"COLUSA, 5TH STREET                                                                                            ",2100,18900,17800,2500,22200,22000,
3,20,"COL"," ",31.84,"COLUSA, MARKET/BRIDGE STREETS                                                                                 ",2500,22200,22000,2250,19300,19000,
3,20,"COL"," ",32.29,"COLUSA, FREMONT STREET                                                                                        ",2250,19300,19000,1650,17900,16500,
3,20,"COL"," ",33.12,"MOON BEND ROAD                                                                                                ",1650,17900,16500,840,9200,8700,
3,20,"COL"," ",36.79,"JCT. RTE. 45 SOUTH                                                                                            ",840,9200,8700,640,7400,6700,
3,20,"COL","R",39.34,"COLUSA/SUTTER LINE",640,7400,6700,650,7400,6700,
3,20,"SUT"," ",5.01,"EAST END SUTTER BYPASS                                                                                        ",650,7400,6700,620,7800,6800,
3,20,"SUT"," ",9.18,"ACACIA AVENUE                                                                                                 ",620,7800,6800,780,9800,8700,
3,20,"SUT"," ",12.67,"TOWNSHIP ROAD                                                                                                 ",780,9800,8700,1100,12400,11300,
3,20,"SUT"," ",13.6,"GEORGE WASHINGTON BOULEVARD                                                                                   ",1100,12400,11300,1350,16600,16000,
3,20,"SUT","R",15.35,"CIVIC CENTER BOULEVARD                                                                                        ",2650,29500,28500,3050,34000,33000,
3,20,"SUT","R",15.6,"JCT. RTE. 99                                                  ",2450,30000,25500,3350,37500,36000,
3,20,"SUT"," ",16.33,"YUBA CITY, LIVE OAK BOULEVARD                                                                                 ",4350,47000,45500,4350,46000,44000,
3,20,"SUT"," ",16.52,"YUBA CITY, PLUMAS STREET                                                                                      ",4350,46000,44000,4400,43500,39500,
3,20,"SUT"," ",16.84,"YUBA CITY, SUTTER STREET                                                                                      ",4400,43500,39500,4050,45500,43500,
3,20,"SUT"," ",17.06,"SUTTER COUNTY -YUBA COUNTY, FEATHER  RIVER BRIDGE                                                             ",4050,45500,43500,4050,45500,43500,
3,20,"YUB"," ",0.68,"MARYSVILLE, H STREET                                                                                          ",4050,45500,43500,3900,38500,36500,
3,20,"YUB"," ",0.84,"MARYSVILLE, F STREET                                                                                          ",3900,38500,36500,2600,32000,30500,
3,20,"YUB"," ",0.99,"MARYSVILLE, SOUTH JCT.   RTE. 70, 9TH/E STREETS                                                               ",2600,32000,30500,2350,26500,25500,
3,20,"YUB"," ",1.24,"MARYSVILLE, 9TH/B STREETS                                                                                     ",2350,26500,25500,3000,31500,31000,
3,20,"YUB"," ",1.47,"MARYSVILLE, NORTH JCT.   RTE. 70, 12TH/B STREETS                                                              ",2950,32000,31000,2100,21700,20500,
3,20,"YUB","R",1.98,"MARYSVILLE, BUCHANAN STREET                                                                                   ",1700,20300,19300,1550,18900,17300,
3,20,"YUB","R",2.94,"MARYSVILLE, 22ND STREET                                                                                       ",1550,18900,17300,1050,13100,11700,
3,20,"YUB","R",7.02,"HALLWOOD BOULEVARD                                                                                            ",1050,13100,11700,1100,12300,11100,
3,20,"YUB","R",7.89,"LOMA RICA ROAD                                                                                                ",1100,12300,11100,1050,9200,8900,
3,20,"YUB"," ",13.27,"MARYSVILLE ROAD (TO CHALLENGE)                                                                                ",1050,9200,8900,760,8600,7200,
3,20,"YUB"," ",21.3,"SMARTVILLE ROAD (TO   BEALE AIR FORCE BASE)                                                                   ",760,8600,7200,800,8800,7500,
3,20,"YUB"," ",21.67,"YUBA COUNTY                                                                                                   ",800,8800,7500,"      ","       ","       ",
3,20,"NEV"," ",0,"NEVADA COUNTY                                                                   ",,,,770,8700,7700,
3,20,"NEV","R",4.65,"PLEASANT VALLEY ROAD          ",770,8700,7700,1050,12900,12200,
3,20,"NEV","R",6.6,"PENN VALLEY DRIVE                                                                                             ",1050,12900,12200,1550,17800,15900,
3,20,"NEV","R",12.16,"GRASS VALLEY, MILL STREET                                                                                     ",1550,17800,15900,1650,18500,18300,
3,20,"NEV","R",12.24,"GRASS VALLEY, JCT. RTE. 49;   BEGIN FREEWAY                                                                   ",1650,18500,18300,3150,36500,35500,
3,20,"NEV","R",12.86,"GRASS VALLEY, AUBURN STREET                                                                                   ",3150,36500,35500,4200,48000,43000,
3,20,"NEV","R",12.92,"GRASS VALLEY, JCT. RTE. 174                                                                                   ","      ","       ","       ","      ","       ","       ",
3,20,"NEV","R",13.11,"GRASS VALLEY, BENNETT STREET                                                                                  ",4350,48000,42500,4750,52000,44000,
3,20,"NEV","R",13.61,"IDAHO-MARYLAND ROAD                                                                                           ",4750,52000,44000,3850,40000,36500,
3,20,"NEV","R",14.8,"BRUNSWICK ROAD                                                                                                ",3850,40000,36500,3250,38500,34500,
3,20,"NEV","R",15.41,"BANNER RIDGE                                                                                                  ",3400,35000,32500,3400,35000,32500,
3,20,"NEV","R",15.92,"GOLD FLAT ROAD                                                                                                ",3400,35000,32500,3500,35500,32500,
3,20,"NEV","R",16.74,"NEVADA CITY, SACRAMENTO STREET                                                                                ",3500,35500,32500,3500,28500,26000,
3,20,"NEV","R",16.99,"NEVADA CITY, BROAD STREET                                                                                     ",3500,28500,26000,2850,22000,18800,
3,20,"NEV","R",17.24,"NEVADA CITY, COYOTE/   WASHINGTON STREETS                                                                     ",2850,22000,18800,2300,20700,16000,
3,20,"NEV","R",17.3,"END FREEWAY                                                                                                   ",,,,,,,
3,20,"NEV","R",17.4,"NEVADA CITY, EAST JCT. RTE. 49                                                                                ",2300,20700,16000,1550,10800,6000,
3,20,"NEV"," ",23.25,"SCOTTS FLAT ROAD                                                                                              ",1550,10800,6000,500,4550,3250,
3,20,"NEV"," ",29.6,"WHITE CLOUD CAMPGROUND                                                                                        ",500,4550,3250,1200,5700,3600,
3,20,"NEV"," ",31.83,"WASHINGTON ROAD                                                                                               ",1200,5700,3600,1200,6400,4100,
3,20,"NEV"," ",35.72,"ALPHA-OMEGA SAFETY ROADSIDE   REST AREA (ELEV. 5050 FEET                                                      ","      ","       ","       ","      ","       ","       ",
3,20,"NEV"," ",41.29,"NEVADA-PLACER COUNTY LINE                                                                                     ","      ","       ","       ","      ","       ","       ",
3,20,"NEV"," ",43.87,"PLACER-NEVADA COUNTY LINE                                                                                     ","      ","       ","       ","      ","       ","       ",
3,20,"NEV"," ",45.66,"JCT. RTE. 80                                                                                                  ",490,4250,2950,"      ","       ","       ",
7,22," LA"," ","       ","LOS ANGELES COUNTY                                                                                            ","      ","       ","       ","      ","       ","       ",
7,22," LA"," ",0,"LONG BEACH, JCT. RTE. 1,   PACIFIC COAST HIGHWAY                                                              ","      ","       ","       ",6300,73000,68000,
7,22," LA"," ",0.08,"LONG BEACH, BELLFLOWER BOULEVARD                                                                              ",6300,73000,68000,5200,62000,57000,
7,22," LA"," ",1.14,"LONG BEACH, STUDEBAKER ROAD                                                                                   ",6000,70000,65000,9000,104000,97000,
7,22," LA"," ",1.47,"LOS ANGELES-ORANGE    COUNTY LINE (LONG BEACH   EAST CITY LIMITS)                                             ",9000,104000,97000,"      ","       ","       ",
12,22,"ORA"," ",0,"LOS ANGELES-ORANGE   COUNTY LINE (SEAL BEACH  EAST CITY LIMITS)                                               ","      ","       ","       ",9000,104000,97000,
12,22,"ORA","R",0.34,"BEGIN GARDEN GROVE FREEWAY                                                                                    ",,,,,,,
12,22,"ORA","R",0.37,"SEAL BEACH, JCT.   RTE. 605 NORTH                                                                             ","      ","       ","       ","      ","       ","       ",
12,22,"ORA","R",0.65,"SEAL BEACH, WEST JCT. RTE. 405                                                                                ",8000,100000,93000,"      ","       ","       ",
12,22,"ORA"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
12,22,"ORA","R",0.66,"EAST JCT. RTE. 405, SAN DIEG  FREEWAY AT BOLSA CHICA ROAD,  RESUME GARDEN GROVE FREEWAY                       ","      ","       ","       ",14600,139000,132000,
12,22,"ORA","R",2.65,"GARDEN GROVE, KNOTT AVENUE/   GOLDEN WEST STREET                                                              ",14600,139000,132000,10600,141000,136000,
12,22,"ORA","R",3.59,"GARDEN GROVE, JCT. RTE. 39,   BEACH BOULEVARD                                                                 ",10600,141000,136000,13400,162000,156000,
12,22,"ORA","R",4.81,"GARDEN GROVE, MAGNOLIA STREET                                                                                 ",13400,162000,156000,13400,174000,168000,
12,22,"ORA","R",5.82,"GARDEN GROVE, BROOKHURST STREET                                                                               ",13400,174000,168000,13500,180000,174000,
12,22,"ORA","R",6.81,"GARDEN GROVE, EUCLID STREET                                                                                   ",13500,180000,174000,13600,191000,183000,
12,22,"ORA","R",7.83,"GARDEN GROVE, HARBOR BOULEVARD                                                                                ",13600,191000,183000,13500,195000,188000,
12,22,"ORA","R",8.82,"GARDEN GROVE, GARDEN   GROVE BOULEVARD                                                                        ",13500,195000,188000,13900,205000,198000,
12,22,"ORA","R",9.73,"ORANGE, MANCHESTER AVENUE/CITY DRIVE                                                                          ",13900,205000,198000,15000,214000,206000,
12,22,"ORA","R",10.48,"ORANGE, JCT. RTES. 5   AND 57; SANTA ANA/ORANGE FREEWAYS                                                      ",15000,214000,206000,11800,165000,159000,
12,22,"ORA","R",10.99,"SANTA ANA, MAIN STREET                                                                                        ",11800,165000,159000,11700,165000,157000,
12,22,"ORA","R",11.83,"ORANGE, GLASSELL STREET                                                                                       ",11700,165000,157000,10900,162000,146000,
12,22,"ORA","R",12.87,"ORANGE, TUSTIN AVENUE                                                                                         ",10900,162000,146000,8900,124000,120000,
12,22,"ORA","R",13.16,"JCT. RTE. 55, COSTA MESA FREEWAY                                                                              ",8900,124000,120000,"      ","       ","       ",
7,23," LA"," ","       ","LOS ANGELES COUNTY                                                                                            ","      ","       ","       ","      ","       ","       ",
7,23," LA"," ",0,"MALIBU, JCT. RTE. 1,   PACIFIC COAST HIGHWAY                                                                  ","      ","       ","       ",120,840,700,
7,23," LA"," ",4.79,"SOUTH JUNCTION MULHOLLAND HIGHWAY                                                                             ",180,1200,1000,180,1200,1000,
7,23," LA"," ",6.71,"NORTH JUNCTION MULHOLLAND HIGHWAY                                                                             ",180,1200,1000,180,1200,1000,
7,23," LA"," ",8.9,"LOS ANGELES COUNTY                                                                                            ","      ","       ","       ",260,1900,1600,
7,23," LA","T",1.49,"THOUSAND OAKS, PORTRERO ROAD                                                                                  ",260,1900,1600,1250,8700,7500,
7,23," LA","R",2.26,"THOUSAND OAKS, TRIUNFO CANYON ROAD                                                                            ",1800,12600,11000,3150,21500,19000,
7,23," LA","R",2.88,"THOUSAND OAKS, AGOURA ROAD                                                                                    ",4050,27500,24500,4150,27500,25000,
7,23," LA","R",3.32,"THOUSAND OAKS, SOUTH JCT.   RTE. 101, VENTURA FREEWAY                                                         ",6700,43000,40000,"      ","       ","       ",
7,23," LA"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
7,23," LA","R",3.34,"THOUSAND OAKS, NORTH JCT. RT  VENTURA FREEWAY; BEGIN MOORPARK FREEWA                                          ","      ","       ","       ",8200,104000,99000,
7,23," LA","R",5.06,"THOUSAND OAKS, JANSS ROAD                                                                                     ",8200,104000,99000,8000,99000,94000,
7,23," LA","R",6.03,"THOUSAND OAKS, AVENIDA   DE LOS ARBOLES                                                                       ",8000,99000,94000,7100,86000,82000,
7,23," LA","R",7.17,"THOUSAND OAKS, SUNSET   HILLS BOULEVARD                                                                       ",7100,86000,82000,7000,84000,79000,
7,23," LA","R",8.21,"THOUSAND OAKS, OLSEN ROAD                                                                                     ",7000,84000,79000,5400,64000,60000,
7,23," LA","R",10.16,"MOORPARK, TIERRA REJADA ROAD                                                                                  ",5400,64000,60000,5100,59000,55000,
7,23," LA","R",11.43,"MOORPARK, JCT. RTE. 118,   SIMI VALLEY FREEWAY; CONTINUE  VIA NEW LOS ANGELES AVENUE                          ",5100,59000,55000,2100,21000,19500,
7,23," LA","T",12.26,"EAST JCT. RTE. 118, AT SPRING ROAD                                                                            ",2100,21000,19500,"      ","       ","       ",
7,23," LA"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
7,23," LA","T",12.26,"WEST JCT. RTE. 118, ROUTE 23 VIA MOORPARK                                                                     ","      ","       ","       ",1400,11400,10800,
7,23," LA","R",13.37," MOORPARK, HIGH STREET                                                                     ",1400,11400,10800,1300,11600,10600,
7,23," LA"," ",15.54,"BROADWAY                                                                                                      ",900,8700,7700,510,5200,4700,
7,23," LA"," ",16.8,"BROADWAY, RIGHT ONTO   GRIMES CANYON ROAD                                                                     ",510,5200,4700,650,7000,6400,
7,23," LA"," ",22.27,"BARDSDALE AVENUE                                                                                              ",650,7000,6400,580,7000,6400,
7,23," LA"," ",24.17,"FILLMORE, JCT. RTE. 126,   TELEGRAPH ROAD                                                                     ",720,9300,8700,"      ","       ","       ",
4,24,"ALA"," ","       ","ALAMEDA COUNTY                                                                                                ","      ","       ","       ","      ","       ","       ",
4,24,"ALA","R",1.85,"OAKLAND, JCT. RTES. 580 AND 980                                                                               ","      ","       ","       ",10400,145000,141000,
4,24,"ALA","R",3.06,"OAKLAND, TELEGRAPH/   CLAREMONT AVENUES                                                                       ",10400,145000,141000,9700,132000,129000,
4,24,"ALA","R",4.15,"OAKLAND, BROADWAY/PATTON STREET                                                                               ",9700,132000,129000,9900,131000,128000,
4,24,"ALA","R",5.12,"OAKLAND, JCT. RTE. 13   AT LANDVALE ROAD                                                                      ",9900,131000,128000,12600,162000,159000,
4,24,"ALA","R",5.65,"OAKLAND, CALDECOTT LANE                                                                                       ",12600,162000,159000,13100,165000,162000,
4,24,"ALA","R",5.89,"CALDECOTT TUNNEL                                                                                              ","      ","       ","       ","      ","       ","       ",
4,24,"ALA","R",6.24,"ALAMEDA COUNTY (OAKLAND EAST CITY LIMITS)                                                                   ",13100,165000,162000,"      ","       ","       ",
4,24," CC","R",0,"CONTRA COSTA COUNTY               ",,,,13100,165000,162000,
4,24," CC","R",0.4,"FISH RANCH ROAD (CLAREMONT AVENUE)",13100,165000,162000,13300,169000,166000,
4,24," CC"," ",1.2,"GATEWAY BOULEVARD                                                                                             ",13300,169000,166000,12800,167000,163000,
4,24," CC","R",2.31,"CAMINO PABLO                                                                                                  ",12800,167000,163000,13000,169000,165000,
4,24," CC","R",3.47,"SAINT STEPHENS DRIVE                                                                                          ",13000,169000,165000,12900,170000,165000,
4,24," CC","R",4.4,"LAFAYETTE, ACALANES ROAD   (UPPER HAPPY VALLEY ROAD)                                                          ",12900,170000,165000,12700,169000,165000,
4,24," CC","R",6.51,"LAFAYETTE, DEER HILL ROAD/   FIRST STREET                                                                     ",12700,169000,165000,13900,185000,181000,
4,24," CC","R",7.66,"LAFAYETTE, PLEASANT HILL ROAD                                                                                 ",13900,185000,181000,14200,190000,186000,
4,24," CC"," ",9.12,"WALNUT CREEK, JCT. RTE. 680                                                                                   ",14200,190000,186000,"      ","       ","       ",
5,25,"MON"," ","       ","MONTEREY COUNTY                                                                                               ","      ","       ","       ","      ","       ","       ",
5,25,"MON"," ",0,"JCT. RTE. 198                                                                                                 ","      ","       ","       ",75,380,300,
5,25,"MON"," ",11.75,"MONTEREY COUNTY                                                                                               ",75,380,300,"      ","       ","       ",
5,25,"SBT"," ",0,"SAN BENITO COUNTY                                     ",,,,75,380,300,
5,25,"SBT",,," BITTERWATER/KING CITY ROADS                            ",75,380,300,120,850,770,
5,25,"SBT"," ",21.47,"JCT. RTE. 146 WEST,   EAST ENTRANCE TO THE  PINNACLES NATIONAL MONUMENT                                       ",120,850,770,85,850,800,
5,25,"SBT"," ",39.53,"PAICINES, PANOCHE ROAD                                                                                        ",85,850,800,180,2150,2000,
5,25,"SBT"," ",49.01,"VALLEY VIEW ROAD                                                                                              ",180,2150,2000,880,8800,7300,
5,25,"SBT"," ",49.93,"HOLLISTER SOUTH CITY LIMITS                                                                                   ",880,8800,7300,2800,29000,24000,
5,25,"SBT"," ",50.57,"HOLLISTER, NASH ROAD/ SAN BENITO STREET                                                                     ",2800,29000,24000,1100,14200,14000,
5,25,"SBT"," ",51.44,"HOLLISTER, 4TH STREET                                                                                         ",1150,14700,14000,1550,19700,18400,
5,25,"SBT"," ",51.45,"HOLLISTER, NORTH JCT. RTE. 156                                                                                ",1550,19700,18400,1300,16400,15500,
5,25,"SBT"," ",55.13,"HUDNER LANE                                                                                                   ",1300,16400,15500,1750,22200,21000,
5,25,"SBT"," ",60.08,"SAN BENITO-SANTA CLARA   COUNTY LINE                                                                          ",1750,22200,21000,"      ","       ","       ",
4,25,"SCL"," ",0,"SAN BENITO-SANTA CLARA   COUNTY LINE                                                                          ","      ","       ","       ",1750,22200,21000,
4,25,"SCL"," ",2.52,"JCT. RTE. 101; GILROY, SOUTH                                                                                  ",2000,24900,23500,"      ","       ","       ",
10,26," SJ"," ","       ","SAN JOAQUIN COUNTY                                                                                            ","      ","       ","       ","      ","       ","       ",
10,26," SJ"," ",1.11,"NORTH JCT. RTE. 99 AT FREMON  STREET (LINDEN ROAD)                                                            ","      ","       ","       ",1150,17700,17000,
10,26," SJ"," ",1.9,"STOCKTON DIVERTING CANAL,   CARDINAL AVENUE                                                                   ",1550,16300,15100,1150,11900,10900,
10,26," SJ","R",4.22,"ALPINE ROAD                                                                                                   ",960,10200,9500,990,9800,9300,
10,26," SJ"," ",6.85,"JACK TONE ROAD                                                                                                ",830,8100,7600,810,7700,7300,
10,26," SJ"," ",10,"DUNCAN ROAD                                                                                                   ",1000,8600,7900,1050,10200,9200,
