"DISTRICT","ROUTE","COUNTY","Postmile Prefix","POSTMILE","DESCRIPTION","BACK PEAK HR","BACK PEAK MONTH","BACK AADT","AHEAD PEAK HR","AHEAD PEAK MONTH","AHEAD AADT",
2,70,"PLU","R",43.18,"QUINCY, MAIN STREET AT   COURT STREET/BUCKS LAKE ROAD                                                         ",780,8700,7400,780,8700,7400,
2,70,"PLU","R",43.3,"QUINCY, ON MAIN STREET   AT RAILWAY AVENUE                                                                    ",780,8700,7400,840,9300,7400,
2,70,"PLU","R",43.7,"QUINCY, MAIN/LAWRENCE   STREETS                                                                               ",840,9300,7400,"      ","       ","       ",
2,70,"PLU","R",43.09,"C O U P L E T . . WESTBOUND . . ONE WAY TRAVEL                                                                ","      ","       ","       ","      ","       ","       ",
2,70,"PLU","R",43.09,"QUINCY, ON LAWRENCE STREET   AT CRESCENT STREET                                                               ","      ","       ","       ",780,8700,7400,
2,70,"PLU","R",43.27,"QUINCY, ON LAWRENCE STREET   AT RAILWAY AVENUE                                                                ",780,8700,7400,780,8700,7400,
2,70,"PLU","R",43.65,"QUINCY, LAWRENCE STREET   AT MAIN STREET                                                                      ",780,8700,7400,"      ","       ","       ",
2,70,"PLU"," ",43.65,"C O U P L E T . . END . . . BEGIN TWO WAY TRAVE                                                               ","      ","       ","       ","      ","       ","       ",
2,70,"PLU"," ",43.65,"QUINCY, BEGIN DIVIDED   HIGHWAY ON MAIN STREET  AT LAWRENCE STREET                                            ","      ","       ","       ",1500,16400,14600,
2,70,"PLU"," ",43.79,"QUINCY JUNCTION ROAD                                                                                          ",1500,16400,14600,1100,10900,9500,
2,70,"PLU"," ",45.25,"QUINCY STATE HIGHWAY   MAINTENANCE STATION                                                                    ",1100,10900,9500,1100,10900,9500,
2,70,"PLU"," ",46.77,"LA PORTE ROAD                                                                                                 ",500,4100,3500,450,4350,3200,
2,70,"PLU"," ",49.79,"MASSACK SAFETY   ROADSIDE REST AREA                                                                           ","      ","       ","       ","      ","       ","       ",
2,70,"PLU","R",64.23,"MILEPOST EQUATION  =64.47                                                                                     ",,,,,,,
2,70,"PLU"," ",65.86,"MILEPOST EQUATION =R65.90                                                                                     ",,,,,,,
2,70,"PLU","R",66.63,"BLAIRSDEN,   JCT. RTE. 89 SOUTH                                                                               ",450,4150,3000,460,4650,3300,
2,70,"PLU","R",66.63,"MILEPOST EQUATION  =66.92                                                                                     ",,,,,,,
2,70,"PLU"," ",75.33,"PORTOLA WEST CITY LIMITS                                                                                      ",510,5400,4500,510,5400,5400,
2,70,"PLU"," ",75.96,"PORTOLA, GULLING STREET                                                                                       ",830,9300,8200,820,9300,8200,
2,70,"PLU","R",76.6,"MEADOW WAY                                                                                                    ",500,5600,4600,490,4850,4200,
2,70,"PLU","R",79.04,"LESTER T. DAVIS SAFETY   ROADSIDE REST AREA                                                                   ","      ","       ","       ","      ","       ","       ",
2,70,"PLU","R",80.32,"BECKWOURTH, CALPINE ROAD                                                                                      ",490,4850,4200,410,3750,3400,
2,70,"PLU","R",80.59,"MILEPOST EQUATION  =80.78                                                                                     ",,,,,,,
2,70,"PLU"," ",81.65,"BECKWOURTH STATE HIGHWAY   MAINTENANCE STATION                                                                ","      ","       ","       ","      ","       ","       ",
2,70,"PLU"," ",92.07,"JCT. RTE. 49 SOUTH                                                                                            ",410,3750,3400,470,4750,3600,
2,70,"PLU"," ",94.28,"JCT. RTE. 284 NORTH   (TO FRENCHMAN RESERVOIR)                                                                ","      ","       ","       ","      ","       ","       ",
2,70,"PLU"," ",95.96,"PLUMAS COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
2,70,"LAS"," ",3.89,"JCT. RTE. 395, HALLELUJAH JUNCTION                                                                            ",490,4850,3700,"      ","       ","       ",
7,71," LA"," ","       ","LOS ANGELES COUNTY                                                                                            ","      ","       ","       ","      ","       ","       ",
7,71," LA","R",0.34,"POMONA, JCT. RTE. 10, RTE. 2  NORTH VIA CORONA FREEWAY                                                        ","      ","       ","       ",5600,55000,53000,
7,71," LA","T",1.61,"END FREEWAY (BEGIN EXPRESSWA                                                                                  ",,,,,,,
7,71," LA","R",1.48,"POMONA, HOLT AVENUE/   VALLEY BOULEVARD INTERCHANGE                                                           ",5600,55000,53000,5400,53000,51000,
7,71," LA","T",1.78,"MILEPOST EQUATION   =1.20                                                                                     ",,,,,,,
7,71," LA"," ",1.29,"POMONA, POMONA BOULEVARD   INTERCHANGE                                                                        ",5400,53000,51000,4800,49500,48000,
7,71," LA"," ",1.62,"POMONA, MISSION BOULEVARD                                                                                     ",5100,55000,54000,4300,48500,47500,
7,71," LA"," ",1.91,"POMONA, NINTH STREET                                                                                          ",4300,48500,47500,3800,45000,44500,
7,71," LA"," ",4.36,"POMONA, GAREY AVENUE                                                                                          ",3250,39000,38500,3650,43500,43000,
7,71," LA"," ",4.45,"JCT. RTE. 60,   POMONA FREEWAY                                                                                ",3650,43500,43000,3300,40000,39500,
7,71," LA"," ",4.79,"LOS ANGELES-SAN BERNARDINO   COUNTY LINE (RIVERSIDE  DRIVE, POMONA CITY LIMITS)                               ",3200,40500,39000,"      ","       ","       ",
8,71,"SBD"," ",0,"LOS ANGELES-SAN BERNARDINO   COUNTY LINE (RIVERSIDE DRIVE,  POMONA CITY LIMITS)                               ","      ","       ","       ",3200,40500,39000,
8,71,"SBD"," ",3.3,"JCT. RTE. 142 WEST,   CHINO HILLS PARKWAY                                                                     ",2700,37000,35000,2250,32000,30000,
8,71,"SBD"," ",7.91,"JCT. RTE. 83 NORTH,   EUCLID AVENUE                                                                           ",2250,32000,30000,2500,27000,25000,
8,71,"SBD"," ",8.42,"SAN BERNARDINO COUNTY                                                                                         ","      ","       ","       ","      ","       ","       ",
8,71,"RIV"," ",0,"RIVERSIDE COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
8,71,"RIV","G",3.03,"WEST JCT. RTE. 91,   RIVERSIDE FREEWAY                                                                        ",2500,27000,25000,"      ","       ","       ",
12,72,"ORA"," ","       ","ORANGE COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
12,72,"ORA"," ",11.42,"LA HABRA, JCT. RTE. 39,   BEACH BOULEVARD                                                                     ","      ","       ","       ",2700,35000,34500,
12,72,"ORA"," ",11.92,"ORANGE-LOS ANGELES COUNTY   LINE (LA HABRA WEST CITY LIMITS)                                                  ",2750,29500,28000,"      ","       ","       ",
7,72," LA"," ",0,"ORANGE-LOS ANGELES COUNTY   LINE (WHITTIER EAST CITY LIMITS)                                                  ","      ","       ","       ",2750,29500,28000,
7,72," LA"," ",0.96,"WHITTIER,   SANTA GERTRUDES AVENUE                                                                            ",2650,30000,29000,3050,34000,33500,
7,72," LA"," ",1.85,"WHITTIER, COLIMA ROAD                                                                                         ",3050,34000,33500,3700,41500,40500,
7,72," LA"," ",3.65,"WHITTIER, PAINTER AVENUE                                                                                      ",3550,40500,39500,3000,34500,33500,
7,72," LA"," ",4.28,"WHITTIER, SANTA FE SPRINGS   ROAD/WASHINGTON BOULEVARD                                                        ",3000,34500,33500,2000,22600,22000,
7,72," LA"," ",6.28,"WHITTIER, NORWALK BOULEVARD                                                                                   ",2000,22600,22000,3250,38500,37500,
7,72," LA"," ",6.66,"WHITTIER, JCT. RTE. 605,   SAN GABRIEL RIVER FREEWAY                                                          ",3250,38500,37500,3050,35000,34500,
7,72," LA"," ",6.86,"SAN GABRIEL RIVER                                                                                             ",3050,35000,34500,"      ","       ","       ",
7,72," LA"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
7,72," LA"," ",7.95,"PICO RIVERA,   PARAMOUNT BOULEVARD                                                                            ","      ","       ","       ",2700,31000,30000,
7,72," LA"," ",10.47,"MONTEBELLO, GARFIELD AVENUE                                                                                   ",2000,23100,22200,1950,22400,21300,
7,72," LA","G",10.54,"MONTEBELLO, WEST CITY LIMITS                                                                                  ",1950,22400,21300,"      ","       ","       ",
12,73,"ORA"," ","       ","ORANGE COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
12,73,"ORA"," ",0,"NEWPORT BEACH, JCT. RTE. 1,   PACIFIC COAST HIGHWAY                                                           ","      ","       ","       ",3050,38500,34500,
12,73,"ORA"," ",0.84,"NEWPORT BEACH,   SAN JOAQUIN HILLS ROAD                                                                       ",3000,38000,36000,4150,53000,50000,
12,73,"ORA"," ",2,"NEWPORT BEACH, FORD ROAD                                                                                      ",4150,53000,50000,4800,65000,61000,
12,73,"ORA","T",2.99,"IRVINE,   NEWPORT COAST DRIVE                                                                                 ",4800,65000,61000,4500,60000,57000,
12,73,"ORA","T",3.6,"IRVINE, UNIVERSITY DRIVE   (MILEPOST EQUATION)                                                                ",4500,60000,57000,4250,71000,67000,
12,73,"ORA","R",4.58,"BEGIN CORONA DEL MAR FREEWAY                                                                                  ",4250,71000,67000,2650,44000,42000,
12,73,"ORA","R",4.83,"NEWPORT BEACH,   JAMBOREE ROAD                                                                                ",2650,44000,42000,4100,68000,65000,
12,73,"ORA","R",5.58,"NEWPORT BEACH, CAMPUS DRIVE                                                                                   ",4100,68000,65000,6300,105000,100000,
12,73,"ORA","R",6.58,"COSTA MESA, JCT. RTE. 55                                                                                      ",6300,105000,100000,7300,74000,72000,
12,73,"ORA","R",7.28,"COSTA MESA, BEAR STREET INTERCHANGE                                                                           ",7300,74000,72000,6900,70000,68000,
12,73,"ORA","R",7.81,"JCT. RTE. 405,   SAN DIEGO FREEWAY                                                                            ",6900,70000,68000,"      ","       ","       ",
12,74,"ORA"," ","       ","ORANGE COUNTY                                                                                                 ","      ","       ","       ","      ","       ","       ",
12,74,"ORA"," ",0,"SAN JUAN CAPISTRANO,   JCT. RTE. 5 FREEWAY                                                                    ","      ","       ","       ",2600,28500,27000,
12,74,"ORA"," ",1.06,"CALLE ENTRADERO DRIVE                                                                                         ",1650,17100,16000,1700,16800,15500,
12,74,"ORA"," ",2.2,"RANCHO VIEJO WAY                                                                                              ",1700,16800,15500,1450,13800,12500,
12,74,"ORA"," ",5.24,"CONROCK ENTRANCE                                                                                              ",1400,12900,11000,1400,11900,10400,
12,74,"ORA"," ",8.13,"TROUGH CREEK                                                                                                  ",1400,11900,10400,1400,11900,10400,
12,74,"ORA"," ",9.25,"LUCAS CANYON ROAD                                                                                             ",1400,11900,10400,1200,10400,9100,
12,74,"ORA"," ",16.6,"ORANGE-RIVERSIDE COUNTY   LINE                                                                                ",1050,8800,7800,"      ","       ","       ",
8,74,"RIV"," ",0,"ORANGE-RIVERSIDE COUNTY   LINE                                                                                ","      ","       ","       ",1050,8800,7800,
8,74,"RIV"," ",11.83,"ORTEGA HIGHWAY/   GRAND AVENUE                                                                                ",810,7200,6400,1750,18000,16000,
8,74,"RIV","R",14.19,"ELSINORE, LAKE SHORE DRIVE                                                                                    ",2100,23300,21000,1200,13100,12000,
8,74,"RIV","R",15,"GUNNERSON STREET/   STICKLAND AVENUE                                                                          ",1250,13700,12700,1250,14000,13500,
8,74,"RIV","R",16.34,"ELSINORE, JCT. RTE. 15   (MILEPOST EQUATION)                                                                  ",1400,14600,14000,1450,15100,14700,
8,74,"RIV"," ",25.75,"PERRIS, SEVENTH STREET                                                                                        ",1200,12700,12000,1200,13000,12000,
8,74,"RIV"," ",26.8,"PERRIS, D STREET                                                                                              ",1200,13000,12000,1400,15600,14000,
8,74,"RIV"," ",27.53,"NORTH JCT. RTE. 215,   FOURTH STREET INTERCHANGE                                                              ",1650,17300,15800,"      ","       ","       ",
8,74,"RIV"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
8,74,"RIV"," ",27.54,"SOUTH JCT. RTE. 215,   CASE ROAD INTERCHANGE                                                                  ","      ","       ","       ",1700,18000,17000,
8,74,"RIV"," ",27.54,"SOUTH JCT. RTE. 215,   CASE ROAD INTERCHANGE                                                                  ",1800,19200,18000,1900,20100,19000,
8,74,"RIV"," ",34.33,"JCT. RTE. 79 SOUTH,   WINCHESTER ROAD                                                                         ",2300,24300,23000,2600,27500,26000,
8,74,"RIV"," ",36.93,"WARREN ROAD                                                                                                   ",2600,27500,26000,2600,27500,26000,
8,74,"RIV"," ",39.49,"HEMET, LYON AVENUE   (MILEPOST EQUATION)                                                                      ",2600,27500,26000,2650,29000,26500,
8,74,"RIV"," ",40.59,"HEMET, STATE STREET                                                                                           ",2650,29000,26500,2400,27000,26500,
8,74,"RIV"," ",41.34,"HEMET, JCT. RTE. 79 NORTH,   SAN JACINTO STREET                                                               ",2500,27500,26500,2400,25500,25000,
8,74,"RIV"," ",41.84,"HEMET, YALE STREET                                                                                            ",2250,24000,23500,2100,22400,22000,
8,74,"RIV"," ",42.34,"CORNELL STREET                                                                                                ",2000,20900,20500,1850,19400,19000,
8,74,"RIV"," ",43.34,"HEMET STREET                                                                                                  ",1850,19400,19000,1700,17900,17500,
8,74,"RIV"," ",44.74,"MOUNTAIN STREET                                                                                               ",1550,16500,16000,1400,14800,14300,
8,74,"RIV","R",47.43,"MILEPOST EQUATION  =47.47                                                                                     ",,,,,,,
8,74,"RIV"," ",48.29,"SAN BERNARDINO NATIONAL   FOREST BOUNDARY                                                                     ",540,4200,4000,540,4200,4000,
8,74,"RIV"," ",59.25,"JCT. RTE. 243 NORTH                                                                                           ",540,4200,4000,320,2450,2300,
8,74,"RIV"," ",71.75,"JCT. RTE. 371 WEST,   CAHUILLA ROAD                                                                           ",320,2450,2300,360,2950,2700,
8,74,"RIV"," ",94.44,"HOMESTEAD ROAD                                                                                                ",890,9600,8900,1550,19900,16500,
8,74,"RIV","R",96.01,"PALM DESERT, JCT. RTE. 111                                                                                    ",1550,19900,16500,"      ","       ","       ",
11,75," SD"," ","       ","SAN DIEGO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
11,75," SD"," ",9,"SAN DIEGO, JCT. RTE. 5 FREEWAY                                                                                ","      ","       ","       ",6000,71000,68000,
11,75," SD"," ",9.31,"SAN DIEGO, 19TH STREET                                                                                        ",6000,71000,68000,5000,57000,56000,
11,75," SD"," ",10.07,"IMPERIAL BEACH, 13TH STREET                                                                                   ",5000,57000,56000,4250,47500,47000,
11,75," SD"," ",10.57,"IMPERIAL BEACH, 9TH STREET                                                                                    ",4250,47500,47000,3200,36500,35500,
11,75," SD"," ",10.72,"IMPERIAL BEACH,   DELAWARE STREET                                                                             ",3200,36500,35500,2450,28500,27000,
11,75," SD"," ",10.79,"IMPERIAL BEACH,   7TH STREET                                                                                  ",2450,28500,27000,1950,23000,21900,
11,75," SD"," ",10.99,"IMPERIAL BEACH,   RAINBOW DRIVE                                                                               ",1950,23000,21900,2500,21800,20100,
11,75," SD"," ",13.97,"CORONADO, SILVER STRAND   STATE PARK INTERCHANGE                                                              ",2500,21800,20100,2800,27000,24000,
11,75," SD"," ",17.61,"CORONADO, GATE 3, ENTRANCE   TO NAVAL AMPHIBIOUS BASE                                                         ",2800,27000,24000,4000,32500,31000,
11,75," SD"," ",18.47,"CORONADO, POMONA AVENUE                                                                                       ",4000,32500,31000,3300,27000,25500,
11,75," SD"," ",18.93,"CORONADO, 10TH STREET/   PARK PLACE                                                                           ",3300,27000,25500,2900,25500,24500,
11,75," SD"," ",19.05,"CORONADO, 9TH STREET                                                                                          ",2900,25500,24500,2900,25500,24500,
11,75," SD"," ",19.16,"CORONADO, 8TH STREET -                                                                                        ",2900,25500,24500,3550,31500,30000,
11,75," SD"," ",19.38,"CORONADO, 6TH STREET                                                                                          ",3550,31500,30000,2500,30000,27500,
11,75," SD"," ",19.59,"CORONADO, JCT. RTE. 282   (4TH STREET)                                                                        ",2500,30000,27500,2600,31000,28500,
11,75," SD"," ",19.7,"CORONADO, JCT. RTE. 282   (3RD STREET)                                                                        ",2600,31000,28500,"      ","       ","       ",
11,75," SD","R",19.7,"C O U P L E T . . EASTBOUND . . . ONE WAY TRAVE                                                               ","      ","       ","       ","      ","       ","       ",
11,75," SD","R",19.7,"CORONADO, JCT. RTE. 282,   ON 4TH STREET AT  ORANGE AVENUE                                                    ","      ","       ","       ",3350,35000,32000,
11,75," SD","R",19.79,"CORONADO, ON 4TH STREET   AT C AVENUE                                                                         ",3350,35000,32000,3600,37500,34500,
11,75," SD","R",19.9,"CORONADO, ON 4TH STREET   AT POMONA AVENUE                                                                    ",3600,37500,34500,"      ","       ","       ",
11,75," SD","R",19.7,"C O U P L E T . . WESTBOUND . . . ONE WAY TRAVE                                                               ","      ","       ","       ","      ","       ","       ",
11,75," SD","R",19.7,"CORONADO, JCT. RTE. 282,   ON 3RD STREET AT  ORANGE AVENUE                                                    ","      ","       ","       ",2800,29500,27000,
11,75," SD","R",19.79,"CORONADO, ON 3RD STREET   AT C AVENUE                                                                         ",2800,29500,27000,3100,32000,29500,
11,75," SD","R",20.04,"CORONADO, ON POMONA AVENUE   AT 4TH STREET                                                                    ",3100,32000,29500,"      ","       ","       ",
11,75," SD","R",20.04,"C O U P L E T . . END . . . . BEGIN TWO WAY TRA                                                               ","      ","       ","       ","      ","       ","       ",
11,75," SD","R",20.04,"CORONADO, BEGIN DIVIDED   HIGHWAY FACILITY                                                                    ","      ","       ","       ",6800,73000,65000,
11,75," SD","R",20.28,"CORONADO, TOLL GATES,   BEGIN FREEWAY                                                                         ",6800,73000,65000,6800,73000,65000,
11,75," SD","R",20.49,"CORONADO, THE SAN DIEGO-   CORONADO BRIDGE                                                                    ","      ","       ","       ","      ","       ","       ",
11,75," SD","R",22.26,"SAN DIEGO, JCT. RTE. 5 FREEWAY                                                                                ",7000,73000,64000,"      ","       ","       ",
11,76," SD"," ","       ","SAN DIEGO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
11,76," SD"," ",0,"OCEANSIDE, JCT. RTE. 5 FREEWAY                                                                                ","      ","       ","       ",4100,51000,48000,
11,76," SD"," ",0.33,"OCEANSIDE, ARCHER/BARNES   STREETS                                                                            ",4100,51000,48000,4000,50000,47000,
11,76," SD"," ",0.52,"OCEANSIDE, CANYON DRIVE                                                                                       ",4000,50000,47000,3950,49000,46500,
11,76," SD"," ",0.77,"OCEANSIDE, CAREY ROAD                                                                                         ",3950,49000,46500,3400,44000,41000,
11,76," SD"," ",0.95,"OCEANSIDE, MESA DRIVE                                                                                         ",3400,44000,41000,3250,41500,39000,
11,76," SD"," ",1.76,"OCEANSIDE, AIRPORT ROAD/   WEST CAROLYN CIRCLE                                                                ",3250,41500,39000,3250,41500,39000,
11,76," SD"," ",3.1,"OCEANSIDE, EL CAMINO REAL                                                                                     ",3250,41500,39000,2700,33000,30500,
11,76," SD"," ",3.41,"OCEANSIDE, DOUGLAS STREET                                                                                     ",2700,33000,30500,2050,24800,23000,
11,76," SD"," ",3.86,"OCEANSIDE, RANCHO DEL ORO                                                                                     ",2050,24800,23000,2400,27500,25500,
11,76," SD"," ",5.11,"OCEANSIDE, AVIENDA CALAFIA                                                                                    ",2400,27500,25500,1950,22200,20600,
11,76," SD"," ",6.14,"OCEANSIDE, COLLEGE   BOULEVARD (TO CAMP PENDLETON)                                                            ",1950,22200,20600,2250,25500,23600,
11,76," SD"," ",6.66,"OCEANSIDE,   NORTH SANTA FE ROAD                                                                              ",2250,25500,23600,1800,20900,19200,
11,76," SD"," ",9.49,"VISTA WAY                                                                                                     ",1800,20900,19200,1850,22000,20600,
11,76," SD"," ",12,"BONSALL, OLIVE HILL ROAD                                                                                      ",1850,22000,20600,2150,25500,23900,
11,76," SD"," ",12.42,"MISSION ROAD                                                                                                  ",2150,25500,23900,1000,11600,10500,
11,76," SD"," ",14.7,"GIRD ROAD                                                                                                     ",1000,11600,10500,910,10600,9600,
11,76," SD","R",17.01,"OLD HIGHWAY 15                                                                                                ",910,10600,9600,1350,15400,14000,
11,76," SD","R",17.3,"JCT. RTE. 15                                                                                                  ",1350,15400,14000,410,4600,4300,
11,76," SD"," ",23.01,"PALA MISSION ROAD                                                                                             ",410,4600,4300,220,2100,1950,
11,76," SD"," ",24.13,"COUNTY ROAD S-16                                                                                              ",220,2100,1950,370,3300,3100,
11,76," SD"," ",29.87,"COLE GRADE ROAD                                                                                               ",370,3300,3100,340,3100,2800,
11,76," SD"," ",32.87,"RINCON SPRINGS,   VALLEY CENTER ROAD                                                                          ",340,3100,2800,460,3600,3250,
11,76," SD"," ",34.41,"POSTMILE EQUATION =R34.46                                                                                     ",,,,,,,
11,76," SD","R",34.84,"POSTMILE EQUATION  =34.88                                                                                     ",,,,,,,
11,76," SD"," ",38.25,"PALOMAR MOUNTAIN ROAD                                                                                         ",620,3750,3200,350,2100,1800,
11,76," SD"," ",47.79,"EAST PALOMAR ROAD                                                                                             ",350,2100,1800,290,1750,1500,
11,76," SD"," ",52.32,"JCT. RTE. 79                                                                                                  ",290,1750,1500,"      ","       ","       ",
4,77,"ALA"," ","       ","ALAMEDA COUNTY                                                                                                ","      ","       ","       ","      ","       ","       ",
4,77,"ALA"," ",0.1,"OAKLAND, JCT. RTE. 880                                                                                        ","      ","       ","       ",1900,21400,20200,
4,77,"ALA"," ",0.37,"OAKLAND, EAST 12TH STREET                                                                                     ",1900,21400,20200,1550,16700,15500,
4,77,"ALA"," ",0.45,"OAKLAND, EAST   14TH STREET                                                                                   ",1550,16700,15500,"      ","       ","       ",
11,78," SD"," ","       ","SAN DIEGO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
11,78," SD"," ",0,"OCEANSIDE, JCT. RTE. 5,   BEGIN FREEWAY                                                                       ","      ","       ","       ",9400,110000,107000,
11,78," SD"," ",0.74,"OCEANSIDE,   JEFFERSON STREET INTERCHANGE                                                                     ",9400,110000,107000,8600,101000,98000,
11,78," SD"," ",1.5,"OCEANSIDE,   EL CAMINO REAL INTERCHANGE                                                                       ",8600,101000,98000,11300,129000,126000,
11,78," SD"," ",3.32,"OCEANSIDE, COLLEGE   BOULEVARD INTERCHANGE                                                                    ",11300,129000,126000,7800,92000,89000,
11,78," SD"," ",4.38,"VISTA,   EMERALD DRIVE INTERCHANGE                                                                            ",7800,92000,89000,8400,97000,96000,
11,78," SD"," ",5.94,"VISTA   MELROSE DRIVE INTERCHANGE                                                                             ",8400,97000,96000,7100,79000,78000,
11,78," SD"," ",6.94,"VISTA, SUNSET DRIVE INTERCHANGE                                                                               ",7100,79000,78000,7800,87000,86000,
11,78," SD"," ",7.71,"VISTA,   MAR VISTA DRIVE INTERCHANGE                                                                          ",7800,87000,86000,7300,81000,80000,
11,78," SD"," ",9.08,"SYCAMORE AVENUE INTERCHANGE                                                                                   ",7300,81000,80000,7600,85000,84000,
11,78," SD"," ",10.61,"RANCHO SANTA FE INTERCHANGE                                                                                   ",7600,85000,84000,6600,73000,72000,
11,78," SD"," ",12.13,"SAN MARCOS,   SAN MARCOS BOULEVARD                                                                            ",6600,73000,72000,10100,112000,111000,
11,78," SD"," ",12.91,"SAN MARCOS, TWIN OAKS   VALLEY ROAD INTERCHANGE                                                               ",10100,112000,111000,10400,115000,114000,
11,78," SD"," ",14.24,"SAN MARCOS,   RICHLAND ROAD INTERCHANGE                                                                       ",10400,115000,114000,10100,112000,111000,
11,78," SD"," ",15.49,"NORDAHL ROAD INTERCHANGE                                                                                      ",10100,112000,111000,11900,127000,116000,
11,78," SD","R",16.54,"ESCONDIDO,   JCT. RTE. 15 FREEWAY                                                                             ",11900,127000,116000,6100,70000,67000,
11,78," SD","R",17.27,"ESCONDIDO,   CENTRE CITY PARKWAY                                                                              ",6100,70000,67000,3350,39000,37000,
11,78," SD","R",17.34,"END FREEWAY                                                                                                   ",,,,,,,
11,78," SD","N",17.68,"ESCONDIDO, BROADWAY                                                                                           ",3350,39000,37000,2000,22800,21700,
11,78," SD","T",17.82,"ESCONDIDO, MISSION AVENUE                                                                                     ",2000,22800,21700,1900,22200,21100,
11,78," SD","T",18.07,"ESCONDIDO, WASHINGTON AVENUE                                                                                  ",1900,22200,21100,2000,22900,21800,
11,78," SD","T",18.41,"ESCONDIDO, HICKORY STREET                                                                                     ",2000,22900,21800,1700,17300,17000,
11,78," SD","T",19.09,"ESCONDIDO, ASH STREET                                                                                         ",1700,17300,17000,1950,21100,20100,
11,78," SD","T",19.27,"ESCONDIDO,VALLEY   PARKWAY BOULEVARD                                                                          ",1950,21100,20100,1800,19400,18500,
11,78," SD","T",19.53,"GRAND AVENUE 18.94                                                                                            ",1800,19400,18500,1650,17900,17000,
11,78," SD"," ",19.22,"OAK HILL DRIVE                                                                                                ",1650,17900,17000,1350,14300,13600,
11,78," SD"," ",20.19,"17TH AVENUE                                                                                                   ",1600,17300,16500,1100,11900,11300,
11,78," SD"," ",20.64,"ESCONDIDO,   BEAR VALLEY PARKWAY                                                                              ",1100,11900,11300,1150,13300,11900,
11,78," SD"," ",20.95,"SUMMIT DRIVE                                                                                                  ",1150,13300,11900,770,8800,7900,
11,78," SD"," ",22.8,"SAN PASQUAL ROAD                                                                                              ",770,8800,7900,1000,8700,7800,
11,78," SD"," ",24.02,"WILD ANIMAL PARK ROAD                                                                                         ",1000,8700,7800,1000,8700,7900,
11,78," SD","R",26.92,"MILEPOST EQUATION   R27.32BA                                                                                  ",,,,,,,
"  ","   "," SD"," ","       ","                                                                                                              ",1000,8700,7900,1050,8900,8200,
11,78," SD","R",27.58,"MILEPOST EQUATION   =27.59                                                                                    ",,,,,,,
11,78," SD"," ",33.05,"VILLA ROAD                                                                                                    ",1050,8900,8200,1100,8700,8600,
11,78," SD"," ",35.12,"OLIVE STREET                                                                                                  ",1150,9500,9400,850,10200,10100,
11,78," SD"," ",35.52,"RAMONA, JCT. RTE. 67 SOUTH                                                                                    ",850,10200,10100,2650,22700,22500,
11,78," SD"," ",35.74,"RAMONA, EIGHTH STREET                                                                                         ",2650,22700,22500,1950,16900,16600,
11,78," SD"," ",35.85,"RAMONA, SEVENTH STREET                                                                                        ",1950,16900,16600,1900,16500,14500,
11,78," SD"," ",35.96,"RAMONA, SIXTH STREET                                                                                          ",1900,16500,14500,1900,13400,12000,
11,78," SD"," ",36.29,"RAMONA, THIRD STREET                                                                                          ",1700,12000,10500,1300,9200,8100,
11,78," SD"," ",37.11,"MAGNOLIA AVENUE                                                                                               ",1300,9200,8100,1300,6900,5900,
11,78," SD"," ",41.96,"COUNTY ROAD   (TO SUTHERLAND DAM)                                                                             ",1300,6900,5900,1050,6100,4850,
11,78," SD"," ",51.11,"SANTA YSABEL,   WEST JCT. RTE. 79                                                                             ",1050,6100,4850,910,4600,4150,
11,78," SD"," ",56.91,"PINE HILLS ROAD                                                                                               ",910,4600,4150,1150,5700,4900,
11,78," SD"," ",57.88,"JULIAN, MAIN/   WASHINGTON STREETS                                                                            ",1150,5700,4900,1500,7600,6500,
11,78," SD"," ",58.13,"JULIAN, EAST JCT. RTE. 79                                                                                     ",1500,7600,6500,690,4500,3850,
11,78," SD"," ",58.64,"MANZANITA ROAD                                                                                                ",600,3950,3350,380,2650,2250,
11,78," SD"," ",59.24,"CANYON DRIVE                                                                                                  ",380,2650,2250,220,1600,1400,
11,78," SD"," ",69.69,"VALLECITOS ROAD                                                                                               ",140,1050,930,150,1150,1000,
11,78," SD"," ",70.01,"SAN FELIPE ROAD                                                                                               ",150,1150,1000,130,940,830,
11,78," SD"," ",76.84,"YAQUI PASS ROAD                                                                                               ",130,940,830,110,700,610,
11,78," SD"," ",85.61,"BORREGO SPRINGS ROAD                                                                                          ",110,700,610,190,1250,1100,
11,78," SD"," ",95.31,"SAN DIEGO COUNTY                                                                                              ","      ","       ","       ","      ","       ","       ",
11,78,"IMP"," ",13.17,"NORTH JCT. RTE. 86                                                                                            ",130,790,580,"      ","       ","       ",
11,78,"IMP"," ","       ","(BREAK IN ROUTE)                                                                                              ","      ","       ","       ","      ","       ","       ",
