"Date","Time","# Fog Days","Station Type","Maintenance Indicator","Sky Conditions","Visibility","Weather Type","Dry Bulb Temp (F)","Dew Point Temp. (F)","Wet Bulb Temp (F)","% Rel Humidity","Wind Speed (KT)","Wind Dir.","Wind Char. Gusts (KT)","Val. For Wind Char.","Station Pressure","Pressure Tendency","Sea Level Pressure","Report Type","Precipitation total"
"12","728",,"AO20","-","OVC003","3SM","BR","-","-","-","-","4","170","-","0","-","-","-","SP","-"
"12","744",,"AO20","-","OVC003","1 3/4SM","BR","-","-","-","-","3","240","-","0","-","-","-","SP","-"
"12","755",,"AO20","-","OVC003","1 1/2SM","BR","44.1000390625","43","43.5","96","0","0","-","0","30.33001953125","-","279","AA","-"
"12","855",,"AO20","-","OVC003","1 1/2SM","BR","44.1000390625","44.1000390625","44.1000390625","100","0","0","-","0","30.33001953125","-","279","AA","-"
"12","955",,"AO20","-","OVC003","1 1/2SM","BR","45","44.1000390625","44.6000390625","97","0","0","-","0","30.35001953125","3","285","AA","-"
"12","1002",,"AO21","-","OVC003","2SM","BR","-","-","-","-","3","340","-","0","-","-","-","SP","-"
"12","1055",,"AO21","-","OVC003","2SM","BR","46","45","45.5","96","6","310","-","0","30.35001953125","-","286","AA","-"
"12","1155",,"AO21","-","OVC003","2SM","BR","45","45","45","100","7","310","-","0","30.32001953125","-","278","AA","-"
"12","1255",,"AO21","-","OVC003","2SM","BR","46","45","45.5","96","6","330","-","0","30.28001953125","8","265","AA","-"
"12","1355",,"AO21","-","OVC003","2 1/2SM","BR","46","44.1000390625","45.1000390625","93","5","300","-","0","30.25","-","253","AA","-"
"12","1405",,"AO21","-","OVC005","2 1/2SM","BR","-","-","-","-","5","270","-","0","-","-","-","SP","-"
"12","1414",,"AO21","-","OVC005","3SM","BR","-","-","-","-","6","320","-","0","-","-","-","SP","-"
"12","1426",,"AO21","-","OVC005","2SM","BR","-","-","-","-","7","330","-","0","-","-","-","SP","-"
"12","1448",,"AO21","-","OVC005","3SM","BR","-","-","-","-","9","350","-","0","-","-","-","SP","-"
"12","1455",,"AO21","-","OVC005","4SM","BR","46.9000390625","45","46","93","6","330","-","0","30.24001953125","-","251","AA","-"
"12","1555",,"AO21","-","OVC007","4SM","BR","46.9000390625","45","46","93","5","350","-","0","30.23001953125","6","246","AA","-"
"12","1655",,"AO21","-","OVC007","3SM","BR","46","44.1000390625","45.1000390625","93","7","360","-","0","30.22001953125","-","243","AA","-"
"12","1755",,"AO21","-","OVC007","4SM","BR","46","44.1000390625","45.1000390625","93","4","330","-","0","30.21001953125","-","240","AA","-"
"12","1855",,"AO21","-","OVC007","4SM","BR","46","44.1000390625","45.1000390625","93","0","0","-","0","30.21001953125","6","239","AA","-"
"12","1955",,"AO21","-","OVC007","3SM","BR","46","44.1000390625","45.1000390625","93","4","340","-","0","30.21001953125","-","240","AA","-"
"12","2055",,"AO22","-","OVC007","3SM","BR","46","44.1000390625","45.1000390625","93","3","40","-","0","30.22001953125","-","242","AA","-"
"12","2155",,"AO22","-","OVC009","4SM","BR","46","44.1000390625","45.1000390625","93","0","0","-","0","30.22001953125","1","242","AA","-"
"12","2255",,"AO22","-","OVC009","4SM","BR","46","44.1000390625","45.1000390625","93","0","0","-","0","30.22001953125","-","243","AA","-"
"12","2355",,"AO22","-","OVC009","4SM","BR","46","44.1000390625","45.1000390625","93","0","0","-","0","30.20001953125","-","236","AA","-"
"13","55",,"AO20","-","OVC009","3SM","BR","46","43","44.6000390625","89","4","100","-","0","30.18001953125","8","231","AA","-"
"13","155",,"AO20","-","OVC005","3SM","BR","45","44.1000390625","44.6000390625","97","3","140","-","0","30.18001953125","-","228","AA","-"
"13","255",,"AO20","-","OVC007","2 1/2SM","BR","45","44.1000390625","44.6000390625","97","3","120","-","0","30.17001953125","-","224","AA","-"
"13","316",,"AO20","-","BKN004 OVC009","2 1/2SM","BR","-","-","-","-","4","120","-","0","-","-","-","SP","-"
"13","355",,"AO20","-","BKN004 OVC009","1 3/4SM","BR","45","44.1000390625","44.6000390625","97","4","120","-","0","30.14001953125","8","217","AA","-"
"13","455",,"AO20","-","BKN004 OVC008","2SM","BR","44.1000390625","44.1000390625","44.1000390625","100","6","130","-","0","30.13001953125","-","213","AA","-"
"13","508",,"AO20","-","SCT004 OVC010","2SM","BR","-","-","-","-","5","130","-","0","-","-","-","SP","-"
"13","526",,"AO20","-","FEW004 OVC008","2 1/2SM","BR","-","-","-","-","5","140","-","0","-","-","-","SP","-"
"13","548",,"AO20","-","OVC010","2 1/2SM","BR","-","-","-","-","4","150","-","0","-","-","-","SP","-"
"13","555",,"AO20","-","OVC010","2 1/2SM","BR","44.1000390625","43","43.5","96","4","140","-","0","30.13001953125","-","214","AA","-"
"13","643",,"AO20","-","FEW004 OVC010","3SM","BR","-","-","-","-","3","160","-","0","-","-","-","SP","-"
"13","655",,"AO20","-","FEW004 OVC010","3SM","BR","44.1000390625","43","43.5","96","4","140","-","0","30.14001953125","3","217","AA","-"
"13","742",,"AO20","-","OVC012","2SM","BR","-","-","-","-","6","130","-","0","-","-","-","SP","-"
"13","755",,"AO20","-","OVC012","2SM","BR","45","43","44.1000390625","93","6","130","-","0","30.14001953125","-","217","AA","-"
"13","819",,"AO20","-","SCT006 OVC014","2 1/2SM","BR","-","-","-","-","7","130","-","0","-","-","-","SP","-"
"13","829",,"AO20","-","BKN010 OVC014","3SM","BR","-","-","-","-","7","120","-","0","-","-","-","SP","-"
"13","836",,"AO20","-","SCT007 OVC012","4SM","BR","-","-","-","-","6","140","-","0","-","-","-","SP","-"
"13","855",,"AO20","-","OVC014","4SM","BR","45","42.1000390625","43.7000390625","90","7","120","-","0","30.14001953125","-","215","AA","-"
"13","911",,"AO20","-","OVC016","4SM","BR","-","-","-","-","6","130","-","0","-","-","-","SP","-"
"13","932",,"AO20","-","FEW007 OVC016","3SM","BR","-","-","-","-","4","130","-","0","-","-","-","SP","-"
"13","955",,"AO20","-","FEW007 OVC018","4SM","BR","46.9000390625","44.1000390625","45.5","90","5","140","-","0","30.15001953125","3","219","AA","-"
"13","1055",,"AO21","-","SCT011 OVC020","4SM","HZ","48","43","45.7000390625","83","5","130","-","0","30.14001953125","-","216","AA","-"
"13","1155",,"AO21","-","OVC019","5SM","HZ","48.9000390625","42.1000390625","45.7000390625","77","5","140","-","0","30.12001953125","-","208","AA","-"
"13","1255",,"AO21","-","OVC019","4SM","HZ","48.9000390625","42.1000390625","45.7000390625","77","4","140","-","0","30.09001953125","8","199","AA","-"
"13","1355",,"AO21","-","BKN021","5SM","HZ","51.1000390625","42.1000390625","46.8000390625","71","6","120","-","0","30.07001953125","-","191","AA","-"
"13","1443",,"AO21","-","FEW021","5SM","HZ","-","-","-","-","6","110","-","0","-","-","-","SP","-"
"13","1455",,"AO21","-","FEW023","5SM","HZ","51.1000390625","41","46.2000390625","69","6","VRB","-","0","30.06001953125","-","187","AA","-"
"13","1555",,"AO21","-","CLR","5SM","HZ","50","42.1000390625","46.2000390625","74","7","120","-","0","30.04001953125","6","182","AA","-"
"13","1655",,"AO21","-","CLR","5SM","HZ","46.9000390625","42.1000390625","44.6000390625","83","6","100","-","0","30.03001953125","-","178","AA","-"
"13","1755",,"AO21","-","CLR","6SM","BR","43","39.90001953125","41.5","89","6","110","-","0","30.02001953125","-","175","AA","-"
"13","1855",,"AO21","-","CLR","5SM","BR","41","37.90001953125","39.70001953125","89","6","110","-","0","30.02001953125","5","176","AA","-"
"13","1955",,"AO21","-","CLR","5SM","BR","39","37","38.10001953125","93","5","120","-","0","30.02001953125","-","177","AA","-"
"13","2055",,"AO22","-","CLR","4SM","BR","37.90001953125","37","37.60001953125","97","5","130","-","0","30.03001953125","-","178","AA","-"
"13","2155",,"AO22","-","CLR","4SM","BR","37.90001953125","37","37.60001953125","97","6","120","-","0","30.04001953125","3","182","AA","-"
"13","2255",,"AO22","-","CLR","4SM","BR","37","36","36.5","96","5","110","-","0","30.05001953125","-","185","AA","-"
"13","2355",,"AO22","-","CLR","4SM","BR","37.90001953125","36","37","93","8","130","-","0","30.02001953125","-","177","AA","-"
"14","55",,"AO20","-","CLR","3SM","BR","36","35.10001953125","35.60001953125","97","5","140","-","0","30.01001953125","8","172","AA","-"
"14","128",,"AO20","-","CLR","2 1/2SM","BR","-","-","-","-","4","140","-","0","-","-","-","SP","-"
"14","138",,"AO20","-","CLR","3SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"14","155",,"AO20","-","CLR","2 1/2SM","BR","35.10001953125","35.10001953125","35.10001953125","100","3","60","-","0","30.03001953125","-","180","AA","-"
"14","255",,"AO20","-","CLR","2SM","BR","35.10001953125","34","34.70001953125","96","6","60","-","0","30.03001953125","-","180","AA","-"
"14","355",,"AO20","-","CLR","2SM","BR","35.10001953125","35.10001953125","35.10001953125","100","6","30","-","0","30.04001953125","1","182","AA","-"
"14","455",,"AO20","-","BKN016","2 1/2SM","BR","35.10001953125","35.10001953125","35.10001953125","100","5","20","-","0","30.03001953125","-","178","AA","-"
"14","503",,"AO20","-","OVC016","3SM","BR","-","-","-","-","5","30","-","0","-","-","-","SP","-"
"14","555",,"AO20","-","OVC016","3SM","BR","37.90001953125","37","37.60001953125","97","3","260","-","0","30.02001953125","-","176","AA","-"
"14","655",,"AO20","-","OVC014","3SM","BR","37.90001953125","37.90001953125","37.90001953125","100","4","260","-","0","30.03001953125","5","178","AA","-"
"14","755",,"AO20","-","OVC014","4SM","BR","39.90001953125","39","39.60001953125","97","3","260","-","0","30.04001953125","-","182","AA","-"
"14","855",,"AO20","-","OVC014","3SM","BR","39.90001953125","39","39.60001953125","97","5","270","-","0","30.05001953125","-","186","AA","-"
"14","955",,"AO20","-","OVC014","2 1/2SM","BR","41","39.90001953125","40.5","96","6","240","-","0","30.05001953125","1","186","AA","-"
"14","1040",,"AO21","-","FEW004 OVC014","2SM","BR","-","-","-","-","5","270","-","0","-","-","-","SP","-"
"14","1055",,"AO21","-","FEW004 OVC016","2SM","BR","42.1000390625","41","41.5","96","6","260","-","0","30.05001953125","-","187","AA","-"
"14","1155",,"AO21","-","OVC016","2 1/2SM","BR","43","42.1000390625","42.6000390625","97","6","250","-","0","30.02001953125","-","176","AA","-"
"14","1240",,"AO21","-","OVC016","3SM","BR","-","-","-","-","5","250","-","0","-","-","-","SP","-"
"14","1255",,"AO21","-","OVC016","3SM","BR","44.1000390625","42.1000390625","43.2000390625","93","5","260","-","0","30","8","167","AA","-"
"14","1355",,"AO21","-","OVC018","4SM","BR","45","41","43.2000390625","86","4","270","-","0","29.98001953125","-","163","AA","-"
"14","1455",,"AO21","-","SCT016 BKN022 OVC027","5SM","HZ","46","39.90001953125","43.2000390625","79","0","0","-","0","29.98001953125","-","163","AA","-"
"14","1555",,"AO21","-","OVC025","5SM","HZ","46","39.90001953125","43.2000390625","79","4","210","-","0","29.98001953125","6","162","AA","-"
"14","1645",,"AO21","-","SCT029","5SM","HZ","-","-","-","-","4","210","-","0","-","-","-","SP","-"
"14","1655",,"AO21","-","CLR","5SM","HZ","44.1000390625","39","41.7000390625","83","4","220","-","0","29.97001953125","-","157","AA","-"
"14","1755",,"AO21","-","CLR","6SM","BR","41","37.90001953125","39.70001953125","89","4","200","-","0","29.97001953125","-","157","AA","-"
"14","1855",,"AO21","-","CLR","5SM","BR","39","37","38.10001953125","93","3","170","-","0","29.97001953125","5","158","AA","-"
"14","1955",,"AO21","-","CLR","4SM","BR","37","36","36.5","96","0","0","-","0","29.97001953125","-","158","AA","-"
"14","2043",,"AO22","-","CLR","2 1/2SM","BR","-","-","-","-","5","140","-","0","-","-","-","SP","-"
"14","2055",,"AO22","-","CLR","2 1/2SM","BR","36","35.10001953125","35.60001953125","97","5","150","-","0","29.98001953125","-","161","AA","-"
"14","2155",,"AO22","-","CLR","2 1/2SM","BR","36","35.10001953125","35.60001953125","97","4","130","-","0","29.99001953125","3","166","AA","-"
"14","2236",,"AO22","-","CLR","1 1/2SM","BR","-","-","-","-","4","110","-","0","-","-","-","SP","-"
"14","2255",,"AO22","-","FEW001","1 1/2SM","BR","34","33.10001953125","33.60001953125","97","4","110","-","0","30","-","170","AA","-"
"14","2259",,"AO22","-","VV001","3/4SM","BR","-","-","-","-","4","110","-","0","-","-","-","SP","-"
"14","2311",,"AO22","-","VV001","1/4SM","FG","-","-","-","-","3","110","-","0","-","-","-","SP","-"
"14","2355",,"AO22","-","BKN001 OVC005","1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","4","90","-","0","30.01001953125","-","172","AA","-"
"15","16",,"AO20","-","BKN001 BKN005","1/2SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","55",,"AO20","-","BKN001 BKN005","1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","0","0","-","0","30","0","170","AA","-"
"15","155",,"AO20","-","VV001","M1/4SM","FG","33.10001953125","32","32.70001953125","96","3","130","-","0","30.02001953125","-","174","AA","-"
"15","213",,"AO20","-","VV002","M1/4SM","-SN FG","-","-","-","-","3","130","-","0","-","-","-","SP","-"
"15","223",,"AO20","-","VV001","M1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","246",,"AO20","-","SCT001 OVC025","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","255",,"AO20","-","SCT001 OVC025","1/4SM","FG","33.10001953125","32","32.70001953125","96","0","0","-","0","30.03001953125","-","179","AA","T"
"15","305",,"AO20","-","BKN003 OVC025","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","312",,"AO20","-","BKN001 BKN005 OVC025","1/4SM","FG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","355",,"AO20","-","FEW001 OVC025","1/4SM","FZFG","30.90001953125","30.90001953125","30.90001953125","100","0","0","-","0","30.03001953125","1","179","AA","-"
"15","445",,"AO20","-","BKN001 BKN005 OVC025","1/4SM","FZFG","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"15","455",,"AO20","-","BKN001 BKN005 OVC025","1/4SM","FG","32","32","32","100","0","0","-","0","30.01001953125","-","173","AA","-"
"15","555",,"AO20","-","VV001","1/4SM","FG","32","32","32","100","5","270","-","0","30.01001953125","-","172","AA","T"
"15","655",,"AO20","-","VV001","1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","3","310","-","0","30.03001953125","3","180","AA","-"
"15","755",,"AO20","-","VV001","M1/4SM","FG","33.10001953125","33.10001953125","33.10001953125","100","0","0","-","0","30.05001953125","-","185","AA","-"
"15","855",,"AO20","-","VV001","M1/4SM","FG","34","34","34","100","0","0","-","0","30.06001953125","-","189","AA","-"
"15","918",,"AO20","-","BKN001 BKN005","1SM","BR","-","-","-","-","3","240","-","0","-","-","-","SP","-"
"15","955",,"AO20","-","CLR","10SM","-","39","37.90001953125","38.5","96","6","300","-","0","30.07001953125","1","194","AA","-"
"15","1055",,"AO21","-","CLR","10SM","-","45","32","39.60001953125","61","11","340","-","0","30.08001953125","-","195","AA","-"
"15","1155",,"AO21","-","CLR","10SM","-","46.9000390625","32","40.60001953125","56","10","320","-","0","30.05001953125","-","186","AA","-"
"15","1255",,"AO21","-","CLR","10SM","-","48.9000390625","32","41.5","52","8","350","-","0","30.02001953125","8","175","AA","-"
"15","1355",,"AO21","-","CLR","10SM","-","50","33.10001953125","42.6000390625","52","5","330","-","0","30","-","169","AA","-"
"15","1455",,"AO21","-","CLR","10SM","-","51.1000390625","35.10001953125","43.9000390625","54","3","VRB","-","0","30","-","170","AA","-"
"15","1555",,"AO21","-","CLR","10SM","-","50","36","43.7000390625","59","4","100","-","0","30.01001953125","5","172","AA","-"
"15","1655",,"AO21","-","CLR","9SM","-","46","37","42.1000390625","71","7","130","-","0","30.02001953125","-","175","AA","-"
"15","1755",,"AO21","-","CLR","8SM","-","42.1000390625","36","39.40001953125","79","6","120","-","0","30.03001953125","-","179","AA","-"
"15","1855",,"AO21","-","CLR","8SM","-","39","34","36.90001953125","82","7","130","-","0","30.04001953125","1","180","AA","-"
"15","1955",,"AO21","-","CLR","7SM","-","37.90001953125","33.10001953125","36","83","6","140","-","0","30.03001953125","-","179","AA","-"
"15","2055",,"AO22","-","CLR","5SM","BR","37","33.10001953125","35.40001953125","86","6","130","-","0","30.04001953125","-","181","AA","-"
"15","2155",,"AO22","-","CLR","5SM","BR","35.10001953125","33.10001953125","34.30001953125","93","6","130","-","0","30.05001953125","3","185","AA","-"
"15","2255",,"AO22","-","CLR","4SM","BR","34","32","33.30001953125","92","5","110","-","0","30.06001953125","-","189","AA","-"
"15","2355",,"AO22","-","CLR","3SM","BR","33.10001953125","32","32.70001953125","96","5","70","-","0","30.08001953125","-","194","AA","-"
"16","55",,"AO20","-","CLR","4SM","BR","33.10001953125","32","32.70001953125","96","8","110","-","0","30.07001953125","0","194","AA","-"
"16","155",,"AO20","-","CLR","4SM","BR","33.10001953125","30.90001953125","32.20001953125","92","6","120","-","0","30.08001953125","-","195","AA","-"
"16","255",,"AO20","-","CLR","3SM","BR","32","30","31.30001953125","92","5","80","-","0","30.09001953125","-","199","AA","-"
"16","355",,"AO20","-","CLR","3SM","BR","30.90001953125","30","30.60001953125","96","4","130","-","0","30.09001953125","0","197","AA","-"
"16","455",,"AO20","-","CLR","3SM","BR","30.90001953125","30","30.60001953125","96","4","80","-","0","30.10001953125","-","204","AA","-"
"16","543",,"AO20","-","CLR","2 1/2SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"16","555",,"AO20","-","CLR","2 1/2SM","BR","28.90001953125","28","28.60001953125","96","0","0","-","0","30.11001953125","-","204","AA","-"
"16","655",,"AO20","-","CLR","1 3/4SM","BR","28","27","27.70001953125","96","0","0","-","0","30.11001953125","1","206","AA","-"
"16","755",,"AO20","-","CLR","1 3/4SM","BR","28","26.10001953125","27.30001953125","92","0","0","-","0","30.13001953125","-","213","AA","-"
"16","804",,"AO20","-","CLR","2SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"16","811",,"AO20","-","CLR","1 1/2SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"16","855",,"AO20","-","CLR","1 3/4SM","BR","35.10001953125","33.10001953125","34.30001953125","93","0","0","-","0","30.15001953125","-","218","AA","-"
"16","911",,"AO20","-","CLR","2SM","BR","-","-","-","-","0","0","-","0","-","-","-","SP","-"
"16","925",,"AO20","-","CLR","1 1/2SM","BR","-","-","-","-","4","260","-","0","-","-","-","SP","-"
"16","944",,"AO20","-","CLR","2 1/2SM","BR","-","-","-","-","3","300","-","0","-","-","-","SP","-"
"16","955",,"AO20","-","CLR","2SM","BR","37","35.10001953125","36.10001953125","93","5","270","-","0","30.17001953125","3","227","AA","-"
"16","1040",,"AO21","-","CLR","1 3/4SM","BR","-","-","-","-","5","280","-","0","-","-","-","SP","-"
"16","1055",,"AO21","-","CLR","2 1/2SM","BR","39.90001953125","37","38.70001953125","89","3","240","-","0","30.18001953125","-","230","AA","-"
"16","1104",,"AO21","-","CLR","3SM","BR","-","-","-","-","5","280","-","0","-","-","-","SP","-"
"16","1155",,"AO21","-","CLR","4SM","HZ","46","37.90001953125","42.4000390625","73","3","VRB","-","0","30.17001953125","-","226","AA","-"
"16","1255",,"AO21","-","CLR","4SM","HZ","48","37","43.2000390625","66","0","0","-","0","30.15001953125","8","221","AA","-"
"16","1355",,"AO21","-","CLR","3SM","HZ","48.9000390625","37.90001953125","43.9000390625","66","5","290","-","0","30.14001953125","-","217","AA","-"
"16","1455",,"AO21","-","CLR","5SM","HZ","50","37","44.1000390625","61","5","290","-","0","30.15001953125","-","218","AA","-"
"16","1555",,"AO21","-","CLR","5SM","HZ","48.9000390625","37","43.5","64","3","360","-","0","30.14001953125","6","217","AA","-"
"16","1655",,"AO21","-","CLR","5SM","HZ","46.9000390625","36","42.1000390625","66","0","0","-","0","30.15001953125","-","218","AA","-"
"16","1755",,"AO21","-","CLR","6SM","HZ","41","35.10001953125","38.5","79","4","190","-","0","30.16001953125","-","222","AA","-"
"16","1855",,"AO21","-","CLR","6SM","HZ","39.90001953125","35.10001953125","37.90001953125","83","4","170","-","0","30.17001953125","3","226","AA","-"
"16","1955",,"AO21","-","CLR","5SM","HZ","37.90001953125","33.10001953125","36","83","6","200","-","0","30.16001953125","-","223","AA","-"
"16","2055",,"AO22","-","CLR","5SM","BR","36","32","34.30001953125","86","5","170","-","0","30.16001953125","-","222","AA","-"
"16","2155",,"AO22","-","CLR","5SM","BR","33.10001953125","30","32","89","6","170","-","0","30.15001953125","6","221","AA","-"
"16","2255",,"AO22","-","CLR","4SM","BR","34","32","33.30001953125","92","6","130","-","0","30.16001953125","-","224","AA","-"
"16","2355",,"AO22","-","CLR","3SM","BR","33.10001953125","30.90001953125","32.20001953125","92","7","120","-","0","30.17001953125","-","227","AA","-"
"17","10",,"AO20","-","CLR","2 1/2SM","BR","-","-","-","-","6","120","-","0","-","-","-","SP","-"
"17","55",,"AO20","-","CLR","2 1/2SM","BR","30.90001953125","30","30.60001953125","96","5","110","-","0","30.17001953125","0","227","AA","-"
"17","155",,"AO20","-","CLR","2 1/2SM","BR","33.10001953125","32","32.70001953125","96","9","120","-","0","30.17001953125","-","225","AA","-"
"17","255",,"AO20","-","CLR","2 1/2SM","BR","33.10001953125","32","32.70001953125","96","7","120","-","0","30.16001953125","-","223","AA","-"
"17","327",,"AO20","-","CLR","3SM","BR","-","-","-","-","3","110","-","0","-","-","-","SP","-"
"17","355",,"AO20","-","CLR","3SM","BR","33.10001953125","32","32.70001953125","96","7","130","-","0","30.16001953125","6","223","AA","-"
"17","407",,"AO20","-","CLR","2 1/2SM","BR","-","-","-","-","12","130","-","0","-","-","-","SP","-"
"17","455",,"AO20","-","CLR","2 1/2SM","BR","34","32","33.30001953125","92","9","160","-","0","30.13001953125","-","212","AA","T"
"17","503",,"AO20","-","CLR","3SM","BR","-","-","-","-","10","160","-","0","-","-","-","SP","-"
"17","555",,"AO20","-","FEW033 SCT120","4SM","BR","35.10001953125","32","33.80001953125","89","11","150","-","0","30.13001953125","-","212","AA","-"
"17","655",,"AO20","-","FEW029 OVC110","4SM","BR","37","33.10001953125","35.40001953125","86","13","140","-","0","30.13001953125","5","213","AA","-"
"17","755",,"AO20","-","BKN048 OVC110","3SM","BR","37","34","35.80001953125","89","8","110","-","0","30.15001953125","-","220","AA","-"
"17","855",,"AO20","-","OVC046","3SM","BR","39","36","37.80001953125","89","10","130","-","0","30.16001953125","-","223","AA","-"
"17","955",,"AO20","-","FEW037","3SM","HZ","42.1000390625","36","39.40001953125","79","6","130","-","0","30.18001953125","3","230","AA","-"
"17","1055",,"AO21","-","FEW023","4SM","HZ","45","37","41.5","74","9","250","-","0","30.19001953125","-","233","AA","-"
"17","1155",,"AO21","-","SCT015","4SM","HZ","45","37","41.5","74","7","280","-","0","30.18001953125","-","230","AA","-"
"17","1255",,"AO21","-","FEW018","4SM","HZ","46.9000390625","37.90001953125","42.8000390625","71","6","340","-","0","30.16001953125","8","222","AA","-"
"17","1355",,"AO21","-","CLR","4SM","HZ","50","37.90001953125","44.4000390625","63","8","360","-","0","30.15001953125","-","219","AA","-"
"17","1455",,"AO21","-","FEW028","5SM","HZ","50","39","45","66","7","350","-","0","30.15001953125","-","221","AA","-"
"17","1555",,"AO21","-","CLR","5SM","HZ","50","39","45","66","6","330","-","0","30.16001953125","5","221","AA","-"
"17","1655",,"AO21","-","CLR","6SM","HZ","48","37.90001953125","43.5","68","7","300","-","0","30.14001953125","-","217","AA","-"
"17","1755",,"AO21","-","CLR","6SM","HZ","45","39","42.3000390625","80","9","260","-","0","30.16001953125","-","221","AA","-"
"17","1855",,"AO21","-","CLR","4SM","BR","41","37","39.20001953125","86","5","280","-","0","30.15001953125","6","221","AA","-"
"17","1955",,"AO21","-","CLR","4SM","BR","39","36","37.80001953125","89","6","290","-","0","30.17001953125","-","225","AA","-"
"17","2055",,"AO22","-","CLR","6SM","BR","39","35.10001953125","37.40001953125","86","7","280","-","0","30.18001953125","-","228","AA","-"
"17","2155",,"AO22","-","CLR","9SM","-","37","34","35.80001953125","89","6","270","-","0","30.19001953125","3","234","AA","-"
"17","2255",,"AO22","-","CLR","8SM","-","36","33.10001953125","34.90001953125","89","6","300","-","0","30.20001953125","-","237","AA","-"
"17","2355",,"AO22","-","CLR","9SM","-","34","30.90001953125","32.70001953125","89","4","320","-","0","30.20001953125","-","235","AA","-"
"18","55",,"AO20","-","CLR","9SM","-","34","30.90001953125","32.70001953125","89","5","70","-","0","30.21001953125","1","238","AA","-"
"18","155",,"AO20","-","CLR","6SM","BR","30.90001953125","28.90001953125","30.20001953125","92","5","130","-","0","30.22001953125","-","242","AA","-"
"18","255",,"AO20","-","CLR","5SM","BR","30.90001953125","28.90001953125","30.20001953125","92","0","0","-","0","30.23001953125","-","245","AA","-"
"18","355",,"AO20","-","CLR","5SM","BR","32","30","31.30001953125","92","3","220","-","0","30.23001953125","1","246","AA","-"
"18","455",,"AO20","-","CLR","5SM","BR","30.90001953125","30","30.60001953125","96","3","230","-","0","30.23001953125","-","245","AA","-"
"18","555",,"AO20","-","CLR","5SM","BR","28.90001953125","28","28.60001953125","96","5","270","-","0","30.23001953125","-","247","AA","-"
"18","655",,"AO20","-","CLR","5SM","BR","30.90001953125","28.90001953125","30.20001953125","92","0","0","-","0","30.25","3","254","AA","-"
"18","755",,"AO20","-","CLR","3SM","BR","28.90001953125","28","28.60001953125","96","5","200","-","0","30.25","-","252","AA","-"
"18","855",,"AO20","-","CLR","4SM","BR","35.10001953125","34","34.70001953125","96","3","340","-","0","30.27001953125","-","260","AA","-"
"18","955",,"AO20","-","CLR","7SM","-","41","37","39.20001953125","86","5","320","-","0","30.29001953125","3","265","AA","-"
"18","1055",,"AO21","-","CLR","7SM","-","45","37.90001953125","41.9000390625","77","5","300","-","0","30.29001953125","-","266","AA","-"
"18","1155",,"AO21","-","CLR","7SM","-","48","37","43.2000390625","66","3","VRB","-","0","30.26001953125","-","258","AA","-"
"18","1255",,"AO21","-","CLR","10SM","-","50","36","43.7000390625","59","6","260","-","0","30.24001953125","8","250","AA","-"
"18","1355",,"AO21","-","CLR","10SM","-","52","34","43.9000390625","50","7","310","-","0","30.23001953125","-","246","AA","-"
"18","1455",,"AO21","-","CLR","10SM","-","53.1000390625","33.10001953125","44.2000390625","47","0","0","-","0","30.23001953125","-","246","AA","-"
"18","1555",,"AO21","-","CLR","10SM","-","53.1000390625","32","43.7000390625","45","3","VRB","-","0","30.23001953125","6","246","AA","-"
"18","1655",,"AO21","-","CLR","10SM","-","50","34","43","54","6","120","-","0","30.23001953125","-","246","AA","-"
"18","1755",,"AO21","-","CLR","9SM","-","44.1000390625","37","41","76","6","120","-","0","30.23001953125","-","246","AA","-"
"18","1855",,"AO21","-","CLR","8SM","-","42.1000390625","36","39.40001953125","79","5","120","-","0","30.23001953125","3","246","AA","-"
"18","1955",,"AO21","-","CLR","4SM","BR","39.90001953125","37","38.70001953125","89","6","130","-","0","30.23001953125","-","247","AA","-"
"18","2055",,"AO22","-","CLR","3SM","BR","37.90001953125","36","37","93","7","120","-","0","30.24001953125","-","250","AA","-"
"18","2107",,"AO22","-","CLR","2 1/2SM","BR","-","-","-","-","6","120","-","0","-","-","-","SP","-"
"18","2155",,"AO22","-","CLR","2SM","BR","37","35.10001953125","36.10001953125","93","5","120","-","0","30.25","3","253","AA","-"
"18","2220",,"AO22","-","CLR","1 3/4SM","BR","-","-","-","-","7","120","-","0","-","-","-","SP","-"
"18","2255",,"AO22","-","CLR","1 1/2SM","BR","36","35.10001953125","35.60001953125","97","5","120","-","0","30.26001953125","-","256","AA","-"
